CNN Model,Input Type,Target Type,Day,Hour,Class 0 F1 Score,Class 1 F1 Score,Class 2 F1 Score,Class 3 F1 Score,Class 4 F1 Score,Class 5 F1 Score,Class 6 F1 Score,Class 0 Jaccard Index,Class 1 Jaccard Index,Class 2 Jaccard Index,Class 3 Jaccard Index,Class 4 Jaccard Index,Class 5 Jaccard Index,Class 6 Jaccard Index
cgnet,rois,multiclass,2,8am,0.7771350145339966,0.5501803755760193,0.6253800988197327,0.0,1.0,1.0,1.0,0.6355035305023193,0.3794819712638855,0.4549476504325866,0.0,1.0,1.0,1.0
cgnet,rois,multiclass,2,9am,0.8007602095603943,0.574402391910553,0.6273499727249146,0.0,0.0,1.0,1.0,0.6677231788635254,0.4029204547405243,0.4570356607437134,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,10am,0.7976392507553101,0.5748827457427979,0.6939517855644226,0.0,0.0,1.0,1.0,0.6633942723274231,0.4033932983875274,0.5313370227813721,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,11am,0.7942823767662048,0.5710776448249817,0.6655445694923401,0.0,0.0,0.0,1.0,0.6587631702423096,0.3996562063694,0.4987387061119079,0.0,0.0,0.0,1.0
cgnet,rois,multiclass,2,12pm,0.7961727976799011,0.5731086730957031,0.6646752953529358,0.0,0.0,1.0,1.0,0.6613680124282837,0.4016484022140503,0.4977630376815796,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,1pm,0.805992841720581,0.5833754539489746,0.6782311797142029,0.0,0.0,1.0,1.0,0.675031840801239,0.4118067026138305,0.5131239295005798,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,2pm,0.8080264925956726,0.5816951990127563,0.5406391024589539,0.0,0.0,0.0,1.0,0.6778896450996399,0.4101341366767883,0.3704629242420196,0.0,0.0,0.0,1.0
cgnet,rois,multiclass,2,3pm,0.7741643786430359,0.5500106811523438,0.5719000697135925,0.0,0.0,1.0,1.0,0.6315401196479797,0.3793205022811889,0.4004622101783752,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,4pm,0.8041154146194458,0.5797677040100098,0.6219184994697571,0.0,0.0,1.0,1.0,0.6724021434783936,0.4082203209400177,0.4512929916381836,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,5pm,0.7697463035583496,0.5418114066123962,0.5725987553596497,0.0,1.0,0.0,1.0,0.6256809234619141,0.3715647161006927,0.4011476933956146,0.0,1.0,0.0,1.0
cgnet,rois,multiclass,2,6pm,0.7629863023757935,0.540065586566925,0.5753411054611206,0.0,0.0,1.0,1.0,0.6167969703674316,0.3699245750904083,0.403844803571701,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,7pm,0.7618548274040222,0.5388233661651611,0.58344966173172,0.0,0.0,1.0,1.0,0.6153194904327393,0.3687599301338196,0.4118806421756744,0.0,0.0,1.0,1.0
cgnet,rois,multiclass,2,8pm,0.7575213313102722,0.5358008146286011,0.5896434187889099,0.0,1.0,1.0,1.0,0.6096855401992798,0.3659343719482422,0.4180811047554016,0.0,1.0,1.0,1.0
cgnet,rois,multiclass,3,8am,0.7504950165748596,0.5338029861450195,0.7684062719345093,0.7253772020339966,0.0,1.0,1.0,0.6006338596343994,0.3640731871128082,0.6239120960235596,0.5690916776657104,0.0,1.0,1.0
cgnet,rois,multiclass,3,9am,0.7923088073730469,0.5713914036750793,0.7984117865562439,0.7618866562843323,0.0,1.0,1.0,0.6560524702072144,0.3999636173248291,0.6644637584686279,0.6153609752655029,0.0,1.0,1.0
cgnet,rois,multiclass,3,10am,0.7714784145355225,0.5539107918739319,0.8248894810676575,0.7322936058044434,0.0,1.0,1.0,0.6279730796813965,0.3830405175685882,0.7019675374031067,0.5776523351669312,0.0,1.0,1.0
cgnet,rois,multiclass,3,11am,0.7416785359382629,0.5279020071029663,0.8029288649559021,0.7121977806091309,0.0,1.0,1.0,0.5894189476966858,0.3586052060127258,0.6707444787025452,0.5530334711074829,0.0,1.0,1.0
cgnet,rois,multiclass,3,12pm,0.7263844013214111,0.5181437134742737,0.8043490052223206,0.7553403377532959,0.0,1.0,1.0,0.5703325271606445,0.3496585488319397,0.6727288961410522,0.6068649888038635,0.0,1.0,1.0
cgnet,rois,multiclass,3,1pm,0.7288151383399963,0.5198472142219543,0.8077065944671631,0.7594985365867615,0.0,1.0,1.0,0.5733352899551392,0.3512118756771087,0.6774394512176514,0.6122512221336365,0.0,1.0,1.0
cgnet,rois,multiclass,3,2pm,0.7231737971305847,0.5150394439697266,0.793214738368988,0.8067848086357117,0.0,1.0,1.0,0.5663838982582092,0.3468371331691742,0.6572957038879395,0.6761435866355896,0.0,1.0,1.0
cgnet,rois,multiclass,3,3pm,0.7122120261192322,0.5071004033088684,0.7375181913375854,0.7329941391944885,0.0,0.0,0.0,0.553050696849823,0.3396748006343841,0.5841812491416931,0.5785247087478638,0.0,0.0,0.0
cgnet,rois,multiclass,3,4pm,0.7205719947814941,0.512926459312439,0.7725474834442139,0.7324613332748413,0.0,1.0,1.0,0.5631985068321228,0.3449234068393707,0.6293909549713135,0.5778611898422241,0.0,1.0,1.0
