CNN Model,Input Type,Target Type,Day,Hour,F1 Score,Jaccard Index
unet,rois,binary,60,9am,0.9926638603210448,0.9854345321655272
unet,rois,binary,60,11am,0.9917187094688416,0.9835734367370604
unet,rois,binary,60,12pm,0.9925459623336792,0.9852021932601928
unet,rois,binary,60,2pm,0.9928227066993712,0.9857476949691772
unet,rois,binary,60,3pm,0.9931844472885132,0.986461102962494
unet,rois,binary,60,4pm,0.9930528402328492,0.9862015247344972
unet,rois,binary,60,6pm,0.992630660533905,0.9853691458702089
unet,rois,binary,60,7pm,0.9930537343025208,0.9862032532691956
unet,rois,binary,60,8pm,0.9927035570144652,0.9855128526687622
unet,full,binary,1,8am,0.9471018314361572,0.8995189666748047
unet,full,binary,1,9am,0.9622950553894044,0.927330195903778
unet,full,binary,1,10am,0.9540005326271056,0.9120469093322754
unet,full,binary,1,11am,0.9533649682998656,0.9108858108520508
unet,full,binary,1,12pm,0.9674032926559448,0.9368646144866944
unet,full,binary,1,1pm,0.9559434652328492,0.9156050682067872
unet,full,binary,1,2pm,0.9634314179420472,0.9294429421424866
unet,full,binary,1,3pm,0.9575656056404114,0.9185859560966492
unet,full,binary,1,4pm,0.9531466364860536,0.9104872941970824
unet,full,binary,1,5pm,0.9395973086357116,0.8860759735107422
unet,full,binary,1,6pm,0.9445836544036864,0.8949868083000183
unet,full,binary,1,7pm,0.9569272994995116,0.9174118638038636
unet,full,binary,1,8pm,0.9509831070899964,0.9065470099449158
unet,full,binary,2,8am,0.9807383418083192,0.9622046947479248
unet,full,binary,2,9am,0.9799089431762696,0.960609257221222
unet,full,binary,2,10am,0.9793158769607544,0.9594700932502748
unet,full,binary,2,11am,0.9787831902503968,0.958448052406311
unet,full,binary,2,12pm,0.979708969593048,0.9602250456809998
unet,full,binary,2,1pm,0.9820199012756348,0.9646750092506408
unet,full,binary,2,2pm,0.9814245700836182,0.9635266065597534
unet,full,binary,2,3pm,0.9699986577033995,0.9417450428009032
unet,full,binary,2,4pm,0.9820327758789062,0.9646997451782228
unet,full,binary,2,5pm,0.9723749756813048,0.946235179901123
unet,full,binary,2,6pm,0.9751789569854736,0.9515602588653564
unet,full,binary,2,7pm,0.9808424115180968,0.9624050259590148
unet,full,binary,2,8pm,0.9777807593345642,0.9565274119377136
unet,full,binary,3,8am,0.9792537093162536,0.9593507051467896
unet,full,binary,3,9am,0.9860900640487672,0.9725618362426758
unet,full,binary,3,10am,0.984976291656494,0.9703972935676576
unet,full,binary,3,11am,0.982846200466156,0.966270923614502
unet,full,binary,3,12pm,0.9845607876777648,0.9695910215377808
unet,full,binary,3,1pm,0.9845772981643676,0.9696230292320251
unet,full,binary,3,2pm,0.9822335839271544,0.9650874137878418
unet,full,binary,3,3pm,0.9786123633384703,0.9581204056739808
unet,full,binary,3,4pm,0.9872427582740784,0.9748069047927856
unet,full,binary,3,5pm,0.9775774478912354,0.9561383724212646
unet,full,binary,3,6pm,0.978697657585144,0.9582840204238892
unet,full,binary,3,7pm,0.9783720970153807,0.957659900188446
unet,full,binary,3,8pm,0.9807096123695374,0.9621493816375732
unet,full,binary,4,8am,0.988940417766571,0.9781227707862854
unet,full,binary,4,9am,0.9877662062644958,0.9758280515670776
unet,full,binary,4,10am,0.9878356456756592,0.9759636521339417
unet,full,binary,4,11am,0.9866302609443665,0.9736133813858032
unet,full,binary,4,12pm,0.9876564145088196,0.9756138324737548
unet,full,binary,4,1pm,0.9871357679367064,0.974598228931427
unet,full,binary,4,2pm,0.98621666431427,0.9728081226348876
unet,full,binary,4,3pm,0.986739456653595,0.973825991153717
unet,full,binary,4,4pm,0.9862855672836304,0.9729421734809875
unet,full,binary,4,5pm,0.9828124642372132,0.9662057757377625
unet,full,binary,4,6pm,0.9873717427253724,0.9750584959983826
unet,full,binary,4,7pm,0.9874887466430664,0.9752866625785828
unet,full,binary,4,8pm,0.9879436492919922,0.976174533367157
unet,full,binary,5,8am,0.9867955446243286,0.9739353060722352
unet,full,binary,5,9am,0.987070620059967,0.9744712710380554
unet,full,binary,5,10am,0.9864307045936584,0.9732247591018676
unet,full,binary,5,11am,0.9847527742385864,0.9699634909629822
unet,full,binary,5,12pm,0.9858133792877196,0.972023606300354
unet,full,binary,5,1pm,0.9847714304924012,0.9699997305870056
unet,full,binary,5,2pm,0.9851014614105223,0.9706403613090516
unet,full,binary,5,3pm,0.9812636971473694,0.9632166624069214
unet,full,binary,5,4pm,0.9873107671737672,0.9749395251274108
unet,full,binary,5,5pm,0.9818328022956848,0.9643139839172364
unet,full,binary,5,6pm,0.9851909875869752,0.9708141088485718
unet,full,binary,5,7pm,0.9834559559822084,0.9674503803253174
unet,full,binary,5,8pm,0.9841645956039428,0.9688228368759156
unet,full,binary,6,8am,0.9886961579322816,0.977644979953766
unet,full,binary,6,9am,0.989246666431427,0.978722095489502
unet,full,binary,6,10am,0.9891775846481324,0.978586971759796
unet,full,binary,6,11am,0.9883909821510316,0.9770484566688538
unet,full,binary,6,12pm,0.98707515001297,0.9744802117347716
unet,full,binary,6,1pm,0.9860107898712158,0.9724075794219972
unet,full,binary,6,2pm,0.9881322383880616,0.976542830467224
unet,full,binary,6,3pm,0.9884124398231506,0.9770903587341307
unet,full,binary,6,4pm,0.986334502696991,0.9730374813079834
unet,full,binary,6,5pm,0.9881260991096495,0.976530909538269
unet,full,binary,6,6pm,0.9890628457069396,0.9783623814582824
unet,full,binary,6,7pm,0.9889020323753356,0.9780477285385132
unet,full,binary,6,8pm,0.9878817200660706,0.9760536551475524
unet,full,binary,7,8am,0.9879398941993712,0.9761672616004944
unet,full,binary,7,9am,0.9882195591926576,0.9767134189605712
unet,full,binary,7,10am,0.9889666438102722,0.978174090385437
unet,full,binary,7,11am,0.98874032497406,0.9777314066886902
unet,full,binary,7,12pm,0.9877023696899414,0.9757034778594972
unet,full,binary,7,1pm,0.9864768385887146,0.9733145833015442
unet,full,binary,7,2pm,0.986861765384674,0.974064290523529
unet,full,binary,7,3pm,0.987407684326172,0.9751285910606384
unet,full,binary,7,4pm,0.9873968362808228,0.9751074314117432
unet,full,binary,7,5pm,0.9852861762046814,0.9709991216659546
unet,full,binary,7,6pm,0.9879869222640992,0.9762590527534484
unet,full,binary,7,7pm,0.987767219543457,0.975830078125
unet,full,binary,7,8pm,0.9879302382469176,0.9761483669281006
unet,full,binary,8,8am,0.988736927509308,0.9777247309684752
unet,full,binary,8,9am,0.9854720830917358,0.9713602662086488
unet,full,binary,8,10am,0.9844580888748168,0.9693918824195862
unet,full,binary,8,11am,0.985459327697754,0.971335470676422
unet,full,binary,8,12pm,0.9842635989189148,0.9690148234367372
unet,full,binary,8,1pm,0.9853948950767516,0.971210241317749
unet,full,binary,8,2pm,0.9869580864906312,0.974251925945282
unet,full,binary,8,3pm,0.988301396369934,0.9768732786178588
unet,full,binary,8,5pm,0.9896219968795776,0.979457139968872
unet,full,binary,8,6pm,0.9888447523117064,0.9779356718063354
unet,full,binary,8,7pm,0.9890379905700684,0.978313684463501
unet,full,binary,8,8pm,0.9873846769332886,0.9750837087631226
unet,full,binary,9,8am,0.9883384108543396,0.976945698261261
unet,full,binary,9,9am,0.9887709021568298,0.9777911901474
unet,full,binary,9,10am,0.9883983135223388,0.9770627617836
unet,full,binary,9,11am,0.9875555038452148,0.9754169583320618
unet,full,binary,9,12pm,0.986988127231598,0.974310576915741
unet,full,binary,9,1pm,0.9875038266181946,0.975316047668457
unet,full,binary,9,2pm,0.9876951575279236,0.9756895303726196
unet,full,binary,9,3pm,0.9872915148735046,0.9749019742012024
unet,full,binary,9,4pm,0.987942397594452,0.9761720895767212
unet,full,binary,9,5pm,0.9858067035675048,0.9720106720924376
unet,full,binary,9,6pm,0.9868649244308472,0.9740704298019408
unet,full,binary,9,7pm,0.9849398136138916,0.9703264832496644
unet,full,binary,9,8pm,0.9869488477706908,0.9742339849472046
unet,full,binary,10,8am,0.9882912635803224,0.9768535494804382
unet,full,binary,10,9am,0.9888674020767212,0.9779798984527588
unet,full,binary,10,11am,0.9881879687309264,0.976651668548584
unet,full,binary,10,12pm,0.9891749620437622,0.9785817861557008
unet,full,binary,10,1pm,0.988872528076172,0.9779900312423706
unet,full,binary,10,2pm,0.9884144067764282,0.9770941734313964
unet,full,binary,10,3pm,0.9879543781280518,0.9761954545974731
unet,full,binary,10,4pm,0.9878743886947632,0.9760393500328064
unet,full,binary,10,5pm,0.9871802926063538,0.9746850728988647
unet,full,binary,10,6pm,0.986011266708374,0.9724084734916688
unet,full,binary,10,7pm,0.9870895743370056,0.9745082855224608
unet,full,binary,10,8pm,0.9862105846405028,0.9727962613105774
unet,full,binary,11,8am,0.9867493510246276,0.9738452434539796
unet,full,binary,11,9am,0.9861652255058287,0.972707986831665
unet,full,binary,11,10am,0.9871095418930054,0.9745471477508544
unet,full,binary,11,11am,0.9862911105155944,0.972952961921692
unet,full,binary,11,12pm,0.9867420792579652,0.973831057548523
unet,full,binary,11,1pm,0.985805869102478,0.972009003162384
unet,full,binary,11,2pm,0.9850539565086364,0.9705480337142944
unet,full,binary,11,3pm,0.9856064915657043,0.9716215133666992
unet,full,binary,11,4pm,0.9864381551742554,0.9732391834259032
unet,full,binary,11,5pm,0.9864805340766908,0.9733217358589172
unet,full,binary,11,6pm,0.9859774112701416,0.9723426699638368
unet,full,binary,11,7pm,0.9835179448127748,0.9675703644752502
unet,full,binary,11,8pm,0.9859819412231444,0.9723514318466188
unet,full,binary,12,8am,0.985134780406952,0.9707050919532776
unet,full,binary,12,9am,0.9809062480926514,0.9625279903411864
unet,full,binary,12,10am,0.989844560623169,0.9798933267593384
unet,full,binary,12,11am,0.9888296723365784,0.9779061675071716
unet,full,binary,12,12pm,0.9900896549224854,0.980373740196228
unet,full,binary,12,1pm,0.9882634282112122,0.9767991304397584
unet,full,binary,12,2pm,0.9876436591148376,0.9755889177322388
unet,full,binary,12,3pm,0.9848039150238036,0.970062792301178
unet,full,binary,12,4pm,0.9811771512031556,0.9630497694015504
unet,full,binary,12,5pm,0.9826703071594238,0.9659310579299928
unet,full,binary,12,6pm,0.985141932964325,0.9707189798355104
unet,full,binary,12,7pm,0.9779940247535706,0.956935703754425
unet,full,binary,12,8pm,0.9851083755493164,0.9706537127494812
unet,full,binary,13,8am,0.9874832630157472,0.975275993347168
unet,full,binary,13,9am,0.98361337184906,0.9677551984786988
unet,full,binary,13,10am,0.9851828813552856,0.9707984924316406
unet,full,binary,13,11am,0.9870629906654358,0.9744564890861512
unet,full,binary,13,12pm,0.9882819652557372,0.9768353700637816
unet,full,binary,13,1pm,0.9858548641204834,0.97210431098938
unet,full,binary,13,2pm,0.986025869846344,0.9724369645118712
unet,full,binary,13,3pm,0.9829187393188475,0.966411292552948
unet,full,binary,13,4pm,0.9851071834564208,0.9706514477729796
unet,full,binary,13,5pm,0.9833772778511048,0.967298150062561
unet,full,binary,13,6pm,0.9851584434509276,0.97075092792511
unet,full,binary,13,7pm,0.9854385256767272,0.9712950587272644
unet,full,binary,13,8pm,0.9849684834480286,0.9703822135925292
unet,full,binary,14,9am,0.9871047735214232,0.9745378494262696
unet,full,binary,14,10am,0.9865722060203552,0.9735002517700196
unet,full,binary,14,11am,0.9881114363670348,0.9765022993087769
unet,full,binary,14,12pm,0.9857335090637208,0.971868336200714
unet,full,binary,14,1pm,0.9849715828895568,0.9703882336616516
unet,full,binary,14,2pm,0.9844176173210144,0.969313383102417
unet,full,binary,14,3pm,0.985145092010498,0.9707249999046326
unet,full,binary,14,4pm,0.9842807054519652,0.9690479636192322
unet,full,binary,14,5pm,0.9831558465957642,0.9668697118759156
unet,full,binary,14,6pm,0.9857041239738464,0.9718112349510192
unet,full,binary,14,7pm,0.9851508736610411,0.97073632478714
unet,full,binary,14,8pm,0.985977590084076,0.9723430275917052
unet,full,binary,15,8am,0.9857121706008912,0.9718269109725952
unet,full,binary,15,9am,0.986894190311432,0.9741275310516356
unet,full,binary,15,10am,0.9879333972930908,0.9761545658111572
unet,full,binary,15,11am,0.9886842966079712,0.977621853351593
unet,full,binary,15,12pm,0.988710641860962,0.977673351764679
unet,full,binary,15,1pm,0.9868680834770204,0.9740765690803528
unet,full,binary,15,2pm,0.9875267148017884,0.9753607511520386
unet,full,binary,15,3pm,0.9866102933883668,0.9735744595527648
unet,full,binary,15,4pm,0.9862890243530272,0.9729489088058472
unet,full,binary,15,5pm,0.9854440689086914,0.971305787563324
unet,full,binary,15,6pm,0.9857495427131652,0.9718995690345764
unet,full,binary,15,7pm,0.9860381484031676,0.9724608063697816
unet,full,binary,15,8pm,0.9851551055908204,0.9707445502281188
unet,full,binary,16,9am,0.9853031039237976,0.9710319638252258
unet,full,binary,16,10am,0.988275945186615,0.9768235683441162
unet,full,binary,16,11am,0.9881903529167176,0.9766563773155212
unet,full,binary,16,12pm,0.9871602058410645,0.974645972251892
unet,full,binary,16,1pm,0.9861883521080016,0.97275310754776
unet,full,binary,16,2pm,0.9852676391601562,0.9709630012512208
unet,full,binary,16,3pm,0.9845428466796876,0.9695563316345216
unet,full,binary,16,4pm,0.9849039316177368,0.9702568650245668
unet,full,binary,16,5pm,0.9845841526985168,0.9696363806724548
unet,full,binary,16,6pm,0.9845362305641174,0.96954345703125
unet,full,binary,16,7pm,0.9848831295967102,0.9702165126800536
unet,full,binary,16,8pm,0.9838615655899048,0.968235731124878
unet,full,binary,17,8am,0.9848853349685668,0.9702207446098328
unet,full,binary,17,9am,0.985084056854248,0.970606565475464
unet,full,binary,17,10am,0.9866026043891908,0.9735594391822816
unet,full,binary,17,11am,0.9856621026992798,0.9717295169830322
unet,full,binary,17,12pm,0.9860346913337708,0.9724541306495668
unet,full,binary,17,1pm,0.9874523282051086,0.9752156138420104
unet,full,binary,17,2pm,0.9868502020835876,0.9740417003631592
unet,full,binary,17,3pm,0.9852501153945924,0.9709290266036988
unet,full,binary,17,4pm,0.985551655292511,0.9715148210525512
unet,full,binary,17,5pm,0.9839470982551576,0.9684014320373536
unet,full,binary,17,6pm,0.9834439754486084,0.9674271941184998
unet,full,binary,17,7pm,0.983387053012848,0.9673170447349548
unet,full,binary,17,8pm,0.9832162857055664,0.9669866561889648
unet,full,binary,18,8am,0.9856385588645936,0.9716838002204896
unet,full,binary,18,9am,0.9855726957321168,0.971555769443512
unet,full,binary,18,10am,0.987171232700348,0.9746673703193665
unet,full,binary,18,11am,0.9870107173919678,0.9743545651435852
unet,full,binary,18,12pm,0.9882166981697084,0.9767078757286072
unet,full,binary,18,1pm,0.9879258871078492,0.9761398434638976
unet,full,binary,18,2pm,0.9873725771903992,0.9750601053237916
unet,full,binary,18,3pm,0.9857573509216307,0.971914768218994
unet,full,binary,18,4pm,0.9862737655639648,0.9729192852973938
unet,full,binary,18,5pm,0.983891785144806,0.9682942628860474
unet,full,binary,18,6pm,0.984569787979126,0.9696084856987
unet,full,binary,18,7pm,0.9829744696617126,0.9665189981460572
unet,full,binary,18,8pm,0.9842815399169922,0.9690495729446412
unet,full,binary,19,9am,0.9857349395751952,0.9718711376190186
unet,full,binary,19,10am,0.9856217503547668,0.9716511368751526
unet,full,binary,19,11am,0.9856802821159364,0.9717649221420288
unet,full,binary,19,12pm,0.9854925870895386,0.9714001417160034
unet,full,binary,19,1pm,0.9864309430122375,0.9732251763343812
unet,full,binary,19,2pm,0.985395610332489,0.9712116122245787
unet,full,binary,19,3pm,0.985603392124176,0.9716154932975768
unet,full,binary,19,4pm,0.9858137369155884,0.972024381160736
unet,full,binary,19,5pm,0.9851988554000854,0.970829427242279
unet,full,binary,19,6pm,0.9853419065475464,0.971107304096222
unet,full,binary,20,8am,0.9852918386459352,0.9710100293159484
unet,full,binary,20,9am,0.9856528043746948,0.97171151638031
unet,full,binary,20,10am,0.9865351915359496,0.9734281301498412
unet,full,binary,20,11am,0.9871493577957152,0.974624752998352
unet,full,binary,20,12pm,0.9880858659744264,0.9764523506164552
unet,full,binary,20,1pm,0.987088978290558,0.9745070934295654
unet,full,binary,20,2pm,0.9872823357582092,0.9748841524124146
unet,full,binary,20,3pm,0.9843996167182922,0.9692785143852234
unet,full,binary,20,4pm,0.9876083731651306,0.975520133972168
unet,full,binary,20,5pm,0.9840761423110962,0.9686514139175416
unet,full,binary,20,7pm,0.982027232646942,0.964689075946808
unet,full,binary,20,8pm,0.984772264957428,0.9700013399124146
unet,full,binary,21,8am,0.9859299063682556,0.9722502827644348
unet,full,binary,21,9am,0.9850389361381532,0.9705190062522888
unet,full,binary,21,10am,0.9877485632896424,0.9757936596870422
unet,full,binary,21,11am,0.9881610870361328,0.9765992760658264
unet,full,binary,21,12pm,0.988794445991516,0.9778372645378112
unet,full,binary,21,1pm,0.9865677356719972,0.9734914898872375
unet,full,binary,21,2pm,0.9872859716415404,0.974891185760498
unet,full,binary,21,3pm,0.9873191714286804,0.974955916404724
unet,full,binary,21,4pm,0.9865399599075316,0.9734373688697816
unet,full,binary,21,5pm,0.9863080978393556,0.9729860424995422
unet,full,binary,21,6pm,0.985625982284546,0.9716593027114868
unet,full,binary,21,7pm,0.9862029552459716,0.9727814197540284
unet,full,binary,21,8pm,0.9849858283996582,0.9704158306121826
unet,full,binary,22,8am,0.9859088063240052,0.9722092151641846
unet,full,binary,22,9am,0.9861797094345092,0.9727362394332886
unet,full,binary,22,10am,0.9886847138404846,0.9776226282119752
unet,full,binary,22,11am,0.9895226359367372,0.9792625308036804
unet,full,binary,22,1pm,0.9873994588851928,0.9751124978065492
unet,full,binary,22,2pm,0.9886167645454408,0.9774897694587708
unet,full,binary,22,3pm,0.9871740937232972,0.97467303276062
unet,full,binary,22,4pm,0.9863402247428894,0.9730485677719116
unet,full,binary,22,5pm,0.98636656999588,0.9730998873710632
unet,full,binary,22,6pm,0.9870291352272034,0.97439044713974
unet,full,binary,22,7pm,0.986317813396454,0.9730049967765808
unet,full,binary,22,8pm,0.986705482006073,0.9737598299980164
unet,full,binary,23,8am,0.9860724806785583,0.97252756357193
unet,full,binary,23,9am,0.986484944820404,0.9733303189277648
unet,full,binary,23,10am,0.9878400564193726,0.9759722352027892
unet,full,binary,23,11am,0.988275110721588,0.9768219590187072
unet,full,binary,23,12pm,0.985138773918152,0.9707127213478088
unet,full,binary,23,1pm,0.9871448874473572,0.9746161699295044
unet,full,binary,23,2pm,0.9873692989349364,0.9750537276268004
unet,full,binary,23,3pm,0.9871361255645752,0.9745990037918092
unet,full,binary,23,4pm,0.9873451590538024,0.975006639957428
unet,full,binary,23,5pm,0.9873578548431396,0.975031316280365
unet,full,binary,23,6pm,0.9874655604362488,0.975241482257843
unet,full,binary,23,7pm,0.9875622987747192,0.9754301309585572
unet,full,binary,23,8pm,0.9867721796035768,0.9738897681236268
unet,full,binary,24,8am,0.9866439700126648,0.9736400246620178
unet,full,binary,24,9am,0.9867388010025024,0.973824679851532
unet,full,binary,24,10am,0.9900019764900208,0.9802019000053406
unet,full,binary,24,11am,0.9745426177978516,0.9503491520881652
unet,full,binary,24,12pm,0.9796218276023864,0.9600575566291808
unet,full,binary,24,1pm,0.985014021396637,0.9704706072807312
unet,full,binary,24,2pm,0.9859713912010192,0.9723309874534608
unet,full,binary,24,3pm,0.987817108631134,0.9759274125099182
unet,full,binary,24,4pm,0.9868165254592896,0.9739761352539062
unet,full,binary,24,5pm,0.9857238531112672,0.9718496203422546
unet,full,binary,24,6pm,0.9858932495117188,0.9721789360046388
unet,full,binary,24,7pm,0.9843158721923828,0.9691161513328552
unet,full,binary,25,8am,0.986544907093048,0.97344708442688
unet,full,binary,25,9am,0.9859285354614258,0.9722475409507751
unet,full,binary,25,10am,0.9875258803367616,0.9753591418266296
unet,full,binary,25,11am,0.9868618249893188,0.9740643501281738
unet,full,binary,25,12pm,0.987852156162262,0.97599595785141
unet,full,binary,25,1pm,0.9886630177497864,0.9775802493095398
unet,full,binary,25,2pm,0.9931269884109496,0.986347794532776
unet,full,binary,25,3pm,0.9855615496635436,0.9715340733528136
unet,full,binary,25,4pm,0.9918245673179626,0.9837816953659058
unet,full,binary,25,5pm,0.9899592995643616,0.980118215084076
unet,full,binary,25,6pm,0.99116849899292,0.982491672039032
unet,full,binary,25,7pm,0.9906924962997437,0.9815566539764404
unet,full,binary,25,8pm,0.9913618564605712,0.9828716516494752
unet,full,binary,26,8am,0.9897810220718384,0.9797688126564026
unet,full,binary,26,9am,0.9906460046768188,0.9814653992652892
unet,full,binary,26,10am,0.991496741771698,0.9831368327140808
unet,full,binary,26,11am,0.9904939532279968,0.9811669588088988
unet,full,binary,26,12pm,0.9922592043876648,0.9846373200416564
unet,full,binary,26,1pm,0.9934026002883912,0.9868916273117064
unet,full,binary,26,2pm,0.9923996329307556,0.9849138855934144
unet,full,binary,26,3pm,0.9939510226249696,0.9879748225212096
unet,full,binary,26,4pm,0.9931025505065918,0.9862995743751526
unet,full,binary,26,5pm,0.9918664693832396,0.9838641881942748
unet,full,binary,26,6pm,0.9910380244255066,0.9822352528572084
unet,full,binary,26,7pm,0.9915861487388612,0.983312726020813
unet,full,binary,26,8pm,0.9905483722686768,0.9812737703323364
unet,full,binary,27,8am,0.9885519742965698,0.9773630499839784
unet,full,binary,27,9am,0.98979252576828,0.9797914028167723
unet,full,binary,27,11am,0.992866039276123,0.9858331680297852
unet,full,binary,27,12pm,0.9903216361999512,0.980828821659088
unet,full,binary,27,1pm,0.9931352734565736,0.9863641262054444
unet,full,binary,27,3pm,0.9917881488800048,0.9837101101875304
unet,full,binary,27,4pm,0.9921262860298156,0.9843755960464478
unet,full,binary,27,5pm,0.9913514852523804,0.982851266860962
unet,full,binary,27,6pm,0.990634024143219,0.981441855430603
unet,full,binary,27,7pm,0.9906595349311828,0.9814919829368592
unet,full,binary,27,8pm,0.9911515712738036,0.9824583530426024
unet,full,binary,28,8am,0.988705575466156,0.9776633977890016
unet,full,binary,28,9am,0.9896731972694396,0.9795575141906738
unet,full,binary,28,10am,0.9910333156585692,0.982226014137268
unet,full,binary,28,11am,0.9909050464630128,0.9819740056991576
unet,full,binary,28,12pm,0.9908923506736756,0.9819490909576416
unet,full,binary,28,1pm,0.99137145280838,0.9828905463218688
unet,full,binary,28,2pm,0.9926126599311828,0.9853336811065674
unet,full,binary,28,3pm,0.9920618534088136,0.9842487573623656
unet,full,binary,28,4pm,0.9912962317466736,0.9827426075935364
unet,full,binary,28,5pm,0.9888706803321838,0.9779863953590392
unet,full,binary,28,6pm,0.9903518557548524,0.9808880686759948
unet,full,binary,28,7pm,0.989316463470459,0.978858768939972
unet,full,binary,28,8pm,0.990769386291504,0.9817075729370116
unet,full,binary,29,8am,0.9882351756095886,0.9767439961433412
unet,full,binary,29,9am,0.9904108047485352,0.981003761291504
unet,full,binary,29,10am,0.9926129579544068,0.9853342175483704
unet,full,binary,29,11am,0.9919491410255432,0.9840268492698668
unet,full,binary,29,12pm,0.992625892162323,0.9853596687316896
unet,full,binary,29,1pm,0.9922490119934082,0.9846171736717224
unet,full,binary,29,2pm,0.9923499226570128,0.9848159551620485
unet,full,binary,29,3pm,0.991586446762085,0.9833133220672609
unet,full,binary,29,4pm,0.9904136061668396,0.9810092449188232
unet,full,binary,29,5pm,0.9915261268615724,0.9831945896148682
unet,full,binary,29,6pm,0.9911102652549744,0.9823771715164183
unet,full,binary,29,7pm,0.9907047748565674,0.9815807938575744
unet,full,binary,29,8pm,0.990290343761444,0.9807674288749696
unet,full,binary,30,8am,0.98734050989151,0.9749974608421326
unet,full,binary,30,9am,0.9904945492744446,0.9811680912971495
unet,full,binary,30,10am,0.9915865659713744,0.9833135604858398
unet,full,binary,30,11am,0.9905308485031128,0.981239378452301
unet,full,binary,30,12pm,0.9910915493965148,0.9823404550552368
unet,full,binary,30,1pm,0.9924652576446532,0.9850432276725768
unet,full,binary,30,2pm,0.9924080967903136,0.9849305748939514
unet,full,binary,30,3pm,0.9919912815093994,0.9841098785400392
unet,full,binary,30,4pm,0.9924523830413818,0.9850177764892578
unet,full,binary,30,5pm,0.9898829460144044,0.9799685478210448
unet,full,binary,30,6pm,0.9906737804412842,0.981519877910614
unet,full,binary,30,7pm,0.9909965991973876,0.9821538925170898
unet,full,binary,30,8pm,0.9905587434768676,0.9812940955162048
unet,full,binary,31,8am,0.989206314086914,0.9786431193351746
unet,full,binary,31,9am,0.9904205799102784,0.9810229539871216
unet,full,binary,31,10am,0.990372359752655,0.980928361415863
unet,full,binary,31,11am,0.9904428124427797,0.981066644191742
unet,full,binary,31,12pm,0.9914358854293824,0.9830172061920166
unet,full,binary,31,1pm,0.9906014204025269,0.9813778400421144
unet,full,binary,31,2pm,0.9904128313064576,0.981007754802704
unet,full,binary,31,3pm,0.9895856976509094,0.9793860912322998
unet,full,binary,31,4pm,0.991460919380188,0.9830664992332458
unet,full,binary,31,5pm,0.9906026721000672,0.98138028383255
unet,full,binary,31,6pm,0.990393340587616,0.980969488620758
unet,full,binary,31,7pm,0.9907186031341552,0.9816079139709472
unet,full,binary,31,8pm,0.9905627369880676,0.9813019633293152
unet,full,binary,32,8am,0.9869660139083862,0.9742674827575684
unet,full,binary,32,9am,0.9905604720115662,0.981297492980957
unet,full,binary,32,10am,0.9915732741355896,0.9832873940467834
unet,full,binary,32,11am,0.9921100735664368,0.984343647956848
unet,full,binary,32,12pm,0.9917158484458924,0.9835678339004515
unet,full,binary,32,1pm,0.9931846261024476,0.9864615201950072
unet,full,binary,32,2pm,0.9929248690605164,0.985949158668518
unet,full,binary,32,4pm,0.992678165435791,0.9854627847671508
unet,full,binary,32,5pm,0.990624725818634,0.9814236760139464
unet,full,binary,32,6pm,0.9915513396263124,0.983244240283966
unet,full,binary,32,7pm,0.991094410419464,0.9823459982872008
unet,full,binary,32,8pm,0.9909619092941284,0.9820857644081116
unet,full,binary,33,8am,0.9859916567802428,0.9723703861236572
unet,full,binary,33,9am,0.9888012409210204,0.9778504967689514
unet,full,binary,33,10am,0.9917494654655457,0.9836339354515076
unet,full,binary,33,11am,0.9922531247138976,0.9846253395080566
unet,full,binary,33,12pm,0.991967499256134,0.9840630292892456
unet,full,binary,33,1pm,0.9929628968238832,0.9860242009162904
unet,full,binary,33,2pm,0.9933276772499084,0.9867438077926636
unet,full,binary,33,3pm,0.9928354620933532,0.9857729077339172
unet,full,binary,33,4pm,0.9928998351097108,0.985899806022644
unet,full,binary,33,5pm,0.9896371960639954,0.9794869422912598
unet,full,binary,33,6pm,0.9904852509498596,0.9811498522758484
unet,full,binary,33,7pm,0.99017333984375,0.9805379509925842
unet,full,binary,33,8pm,0.990746796131134,0.9816633462905884
unet,full,binary,34,8am,0.987756609916687,0.9758093953132628
unet,full,binary,34,9am,0.9903306365013124,0.9808464050292968
unet,full,binary,34,10am,0.9914405345916748,0.983026385307312
unet,full,binary,34,11am,0.991960346698761,0.9840489625930786
unet,full,binary,34,12pm,0.9920167326927184,0.9841599464416504
unet,full,binary,34,1pm,0.9930850267410278,0.9862650036811828
unet,full,binary,34,2pm,0.9934245944023132,0.9869350790977478
unet,full,binary,34,3pm,0.9925706386566162,0.9852508902549744
unet,full,binary,34,4pm,0.993116021156311,0.9863261580467224
unet,full,binary,34,5pm,0.99066960811615,0.9815117120742798
unet,full,binary,34,6pm,0.9914857149124146,0.9831151962280272
unet,full,binary,34,7pm,0.9913294315338136,0.9828079342842102
unet,full,binary,34,8pm,0.9918304085731506,0.9837932586669922
unet,full,binary,35,8am,0.9889190793037416,0.9780810475349426
unet,full,binary,35,9am,0.9907673001289368,0.9817034602165222
unet,full,binary,35,10am,0.9912310242652892,0.982614517211914
unet,full,binary,35,11am,0.9925898909568788,0.9852887988090516
unet,full,binary,35,12pm,0.9929426312446594,0.985984206199646
unet,full,binary,35,1pm,0.9911524057388306,0.9824600219726562
unet,full,binary,35,2pm,0.9911364912986756,0.9824287295341492
unet,full,binary,35,3pm,0.9906405806541444,0.9814546704292296
