CNN Model,Input Type,Target Type,Day,Hour,F1 Score,Jaccard Index
cgnet,rois,binary,58,4pm,0.9860403537750244,0.9724650382995604
cgnet,rois,binary,58,5pm,0.9866701364517212,0.9736909866333008
cgnet,rois,binary,58,6pm,0.984207034111023,0.9689052104949952
cgnet,rois,binary,58,7pm,0.9844646453857422,0.969404637813568
cgnet,rois,binary,58,8pm,0.9840901494026184,0.9686785936355592
cgnet,rois,binary,59,9am,0.9822654724121094,0.9651489853858948
cgnet,rois,binary,59,10am,0.9850584268569946,0.9705567955970764
cgnet,rois,binary,59,11am,0.9812260270118712,0.9631440043449402
cgnet,rois,binary,59,12pm,0.9855843782424928,0.9715784788131714
cgnet,rois,binary,59,1pm,0.9858245849609376,0.9720454216003418
cgnet,rois,binary,59,2pm,0.9862961173057556,0.9729627370834352
cgnet,rois,binary,59,3pm,0.9858995079994202,0.9721910953521729
cgnet,rois,binary,59,4pm,0.9858031868934632,0.9720038771629332
cgnet,rois,binary,59,6pm,0.9845539331436156,0.9695777893066406
cgnet,rois,binary,59,7pm,0.985288143157959,0.9710028171539308
cgnet,rois,binary,59,8pm,0.9818085432052612,0.964267075061798
cgnet,rois,binary,60,8am,0.9802678823471068,0.9612993597984314
cgnet,rois,binary,60,9am,0.9845021963119508,0.9694774150848388
cgnet,rois,binary,60,11am,0.9819675087928772,0.9645738005638124
cgnet,rois,binary,60,12pm,0.9847676753997804,0.9699923992156982
cgnet,rois,binary,60,2pm,0.9850670099258424,0.9705734252929688
cgnet,rois,binary,60,3pm,0.9873738288879396,0.9750624895095824
cgnet,rois,binary,60,4pm,0.9849589467048644,0.9703636765480042
cgnet,rois,binary,60,6pm,0.984221339225769,0.9689329266548156
cgnet,rois,binary,60,7pm,0.984298288822174,0.9690821170806884
cgnet,rois,binary,60,8pm,0.9839616417884828,0.9684296250343324
cgnet,full,binary,1,8am,0.5036202669143677,0.3365591466426849
cgnet,full,binary,1,9am,0.5249801874160767,0.3559139668941498
cgnet,full,binary,1,10am,0.5226370096206665,0.3537634313106537
cgnet,full,binary,1,11am,0.4634448587894439,0.301612913608551
cgnet,full,binary,1,12pm,0.4435146450996399,0.2849462330341339
cgnet,full,binary,1,1pm,0.5048231482505798,0.337634414434433
cgnet,full,binary,1,2pm,0.5377358198165894,0.3677419424057007
cgnet,full,binary,1,3pm,0.5255647897720337,0.3564516007900238
cgnet,full,binary,1,4pm,0.5337012410163879,0.3639785051345825
cgnet,full,binary,1,5pm,0.5354330539703369,0.3655914068222046
cgnet,full,binary,1,6pm,0.5423197746276855,0.3720430135726928
cgnet,full,binary,1,7pm,0.5331230163574219,0.3634408712387085
cgnet,full,binary,1,8pm,0.5530921816825867,0.3822580575942993
cgnet,full,binary,2,8am,0.8402312994003296,0.7244817614555359
cgnet,full,binary,2,9am,0.8718252778053284,0.7727749943733215
cgnet,full,binary,2,10am,0.8625783324241638,0.7583628296852112
cgnet,full,binary,2,11am,0.8634124398231506,0.7596532702445984
cgnet,full,binary,2,12pm,0.8613728284835815,0.7565011978149414
cgnet,full,binary,2,1pm,0.8573572635650635,0.7503283619880676
cgnet,full,binary,2,2pm,0.8661206364631653,0.763856053352356
cgnet,full,binary,2,3pm,0.8658672571182251,0.7634620666503906
cgnet,full,binary,2,4pm,0.8719494342803955,0.7729701399803162
cgnet,full,binary,2,5pm,0.8523283004760742,0.7426586151123047
cgnet,full,binary,2,6pm,0.8585460186004639,0.7521512508392334
cgnet,full,binary,2,7pm,0.3846026659011841,0.2380854785442352
cgnet,full,binary,2,8pm,0.8651017546653748,0.7622725367546082
cgnet,full,binary,3,8am,0.914107859134674,0.8418035507202148
cgnet,full,binary,3,9am,0.9281835556030272,0.8659911155700684
cgnet,full,binary,3,10am,0.9197720885276794,0.8514611721038818
cgnet,full,binary,3,11am,0.9147306084632874,0.8428604006767273
cgnet,full,binary,3,12pm,0.8944259285926819,0.8090149164199829
cgnet,full,binary,3,1pm,0.9169655442237854,0.8466632962226868
cgnet,full,binary,3,2pm,0.8983125686645508,0.8153969645500183
cgnet,full,binary,3,3pm,0.912177562713623,0.8385353684425354
cgnet,full,binary,3,4pm,0.925670564174652,0.8616263270378113
cgnet,full,binary,3,5pm,0.8950580358505249,0.8100497722625732
cgnet,full,binary,3,6pm,0.9242179989814758,0.8591126799583435
cgnet,full,binary,3,7pm,0.9140986800193788,0.8417880535125732
cgnet,full,binary,3,8pm,0.925224542617798,0.8608538508415222
cgnet,full,binary,4,8am,0.9287644624710084,0.8670030236244202
cgnet,full,binary,4,9am,0.9254750609397888,0.8612876534461975
cgnet,full,binary,4,10am,0.935988187789917,0.8796783685684204
cgnet,full,binary,4,11am,0.9437522888183594,0.8934952616691589
cgnet,full,binary,4,12pm,0.9430263042449952,0.8921946883201599
cgnet,full,binary,4,1pm,0.9508289098739624,0.906266748905182
cgnet,full,binary,4,2pm,0.9288914799690248,0.8672244548797607
cgnet,full,binary,4,3pm,0.9236456155776978,0.8581240773200989
cgnet,full,binary,4,4pm,0.9225170612335204,0.8561778664588928
cgnet,full,binary,4,5pm,0.9279731512069702,0.8656249046325684
cgnet,full,binary,4,6pm,0.9302122592926024,0.8695297241210938
cgnet,full,binary,4,7pm,0.7694878578186035,0.6253395080566406
cgnet,full,binary,4,8pm,0.9423086643218994,0.8909108638763428
cgnet,full,binary,5,8am,0.9437327980995178,0.8934602737426758
cgnet,full,binary,5,9am,0.9495446681976318,0.903936207294464
cgnet,full,binary,5,10am,0.9489464163780212,0.9028525352478028
cgnet,full,binary,5,11am,0.933823823928833,0.8758625388145447
cgnet,full,binary,5,12pm,0.935802698135376,0.8793507218360901
cgnet,full,binary,5,1pm,0.9566200971603394,0.9168474078178406
cgnet,full,binary,5,2pm,0.9497830867767334,0.9043684601783752
cgnet,full,binary,5,3pm,0.930895447731018,0.8707243800163269
cgnet,full,binary,5,4pm,0.9421310424804688,0.8905933499336243
cgnet,full,binary,5,5pm,0.9346420764923096,0.8773033618927002
cgnet,full,binary,5,6pm,0.9371802806854248,0.8817866444587708
cgnet,full,binary,5,7pm,0.942583441734314,0.8914021849632263
cgnet,full,binary,5,8pm,0.9422314167022704,0.8907727003097534
cgnet,full,binary,6,8am,0.9537788033485411,0.9116415977478028
cgnet,full,binary,6,9am,0.9594220519065856,0.9220088124275208
cgnet,full,binary,6,10am,0.9566569924354552,0.9169151186943054
cgnet,full,binary,6,11am,0.953040599822998,0.9102937579154968
cgnet,full,binary,6,12pm,0.953075110912323,0.9103567600250244
cgnet,full,binary,6,1pm,0.9502044320106506,0.9051328301429749
cgnet,full,binary,6,2pm,0.9567935466766356,0.9171660542488098
cgnet,full,binary,6,3pm,0.9440734386444092,0.894071102142334
cgnet,full,binary,6,4pm,0.94379985332489,0.8935805559158325
cgnet,full,binary,6,5pm,0.9476422667503356,0.900494396686554
cgnet,full,binary,6,6pm,0.9441824555397034,0.894266664981842
cgnet,full,binary,6,7pm,0.9462285041809082,0.8979446887969971
cgnet,full,binary,6,8pm,0.943142831325531,0.8924033045768738
cgnet,full,binary,7,8am,0.945534348487854,0.8966951966285706
cgnet,full,binary,7,9am,0.9500884413719176,0.904922366142273
cgnet,full,binary,7,10am,0.9525062441825868,0.9093192219734192
cgnet,full,binary,7,11am,0.949852705001831,0.9044947624206544
cgnet,full,binary,7,12pm,0.951446533203125,0.9073896408081056
cgnet,full,binary,7,1pm,0.9604448676109314,0.9238999485969543
cgnet,full,binary,7,2pm,0.9560287594795228,0.915761649608612
cgnet,full,binary,7,3pm,0.9539247751235962,0.9119084477424622
cgnet,full,binary,7,4pm,0.9569112062454224,0.9173823595046996
cgnet,full,binary,7,5pm,0.9435993432998656,0.8932210803031921
cgnet,full,binary,7,6pm,0.9545019268989564,0.9129638075828552
cgnet,full,binary,7,7pm,0.9477775692939758,0.9007388353347778
cgnet,full,binary,7,8pm,0.9519054293632508,0.9082247018814088
cgnet,full,binary,8,8am,0.9495810270309448,0.9040021896362304
cgnet,full,binary,8,9am,0.9440333247184752,0.8939991593360901
cgnet,full,binary,8,10am,0.949962854385376,0.9046945571899414
cgnet,full,binary,8,11am,0.9482795596122742,0.901646077632904
cgnet,full,binary,8,12pm,0.9458640217781068,0.8972883820533752
cgnet,full,binary,8,1pm,0.9427491426467896,0.8916986584663391
cgnet,full,binary,8,2pm,0.9456074237823486,0.8968267440795898
cgnet,full,binary,8,3pm,0.6898934245109558,0.5265933275222778
cgnet,full,binary,8,5pm,0.9112464785575868,0.8369631171226501
cgnet,full,binary,8,6pm,0.9574807286262512,0.9184297323226928
cgnet,full,binary,8,7pm,0.9574248790740968,0.9183270335197448
cgnet,full,binary,8,8pm,0.9504971504211426,0.9056641459465028
cgnet,full,binary,9,8am,0.9579544067382812,0.9193018078804016
cgnet,full,binary,9,9am,0.955820858478546,0.9153801798820496
cgnet,full,binary,9,10am,0.9607902765274048,0.9245393872261048
cgnet,full,binary,9,11am,0.9566094875335692,0.9168278574943542
cgnet,full,binary,9,12pm,0.9529919028282166,0.9102049469947816
cgnet,full,binary,9,1pm,0.953743815422058,0.9115777015686036
cgnet,full,binary,9,2pm,0.9566512703895568,0.916904628276825
cgnet,full,binary,9,3pm,0.9515106678009032,0.9075062870979308
cgnet,full,binary,9,4pm,0.958017885684967,0.9194186925888062
cgnet,full,binary,9,5pm,0.9453823566436768,0.8964218497276306
cgnet,full,binary,9,6pm,0.9552285671234132,0.9142943024635316
cgnet,full,binary,9,7pm,0.8026604056358337,0.6703698635101318
cgnet,full,binary,9,8pm,0.9560073614120485,0.9157223105430604
cgnet,full,binary,10,8am,0.9590663313865662,0.9213520288467408
cgnet,full,binary,10,9am,0.9624180793762208,0.927558660507202
cgnet,full,binary,10,11am,0.9576432704925536,0.9187288880348206
cgnet,full,binary,10,12pm,0.9666486978530884,0.9354501962661744
cgnet,full,binary,10,1pm,0.9656320214271544,0.933547854423523
cgnet,full,binary,10,2pm,0.968613862991333,0.9391379356384276
cgnet,full,binary,10,3pm,0.960005819797516,0.9230876564979552
cgnet,full,binary,10,4pm,0.9552639126777648,0.9143590331077576
cgnet,full,binary,10,5pm,0.9571722745895386,0.9178622961044312
cgnet,full,binary,10,6pm,0.955083668231964,0.914028823375702
cgnet,full,binary,10,7pm,0.9504098892211914,0.9055057168006896
cgnet,full,binary,10,8pm,0.9532073736190796,0.91059809923172
cgnet,full,binary,11,8am,0.954168140888214,0.912353217601776
cgnet,full,binary,11,9am,0.9505825638771056,0.905819296836853
cgnet,full,binary,11,10am,0.954452633857727,0.91287362575531
cgnet,full,binary,11,11am,0.95490163564682,0.9136953949928284
cgnet,full,binary,11,12pm,0.957586705684662,0.9186248183250428
cgnet,full,binary,11,1pm,0.9517849087715148,0.9080052971839904
cgnet,full,binary,11,2pm,0.9541848301887512,0.9123837351799012
cgnet,full,binary,11,3pm,0.9533151984214784,0.9107949137687684
cgnet,full,binary,11,4pm,0.9530118107795716,0.9102411866188048
cgnet,full,binary,11,5pm,0.9553350806236268,0.914489448070526
cgnet,full,binary,11,6pm,0.9525070786476136,0.9093207716941832
cgnet,full,binary,11,7pm,0.9255175590515136,0.8613612651824951
cgnet,full,binary,11,8pm,0.955559253692627,0.9149003624916076
cgnet,full,binary,12,8am,0.9606420397758484,0.924264907836914
cgnet,full,binary,12,9am,0.9589787125587464,0.9211902618408204
cgnet,full,binary,12,10am,0.97104811668396,0.9437254667282104
cgnet,full,binary,12,11am,0.9731590747833252,0.947721302509308
cgnet,full,binary,12,12pm,0.9726802110671996,0.9468134045600892
cgnet,full,binary,12,1pm,0.9768056273460388,0.95466285943985
cgnet,full,binary,12,2pm,0.974478006362915,0.950226366519928
cgnet,full,binary,12,3pm,0.9545422792434692,0.913037657737732
cgnet,full,binary,12,4pm,0.9559481143951416,0.91561359167099
cgnet,full,binary,12,5pm,0.9494920372962952,0.9038408398628236
cgnet,full,binary,12,6pm,0.9596738815307616,0.9224740266799928
cgnet,full,binary,12,7pm,0.8270885944366455,0.7051586508750916
cgnet,full,binary,12,8pm,0.9599953889846802,0.9230684638023376
cgnet,full,binary,13,8am,0.9502235651016236,0.905167520046234
cgnet,full,binary,13,9am,0.9553738236427308,0.9145604372024536
cgnet,full,binary,13,10am,0.9543981552124025,0.9127739667892456
cgnet,full,binary,13,11am,0.95813649892807,0.9196372628211976
cgnet,full,binary,13,12pm,0.966144323348999,0.934506058692932
cgnet,full,binary,13,1pm,0.9553702473640442,0.9145539402961732
cgnet,full,binary,13,2pm,0.955897867679596,0.9155214428901672
cgnet,full,binary,13,3pm,0.9520748257637024,0.9085331559181212
cgnet,full,binary,13,4pm,0.954192876815796,0.9123985171318054
cgnet,full,binary,13,5pm,0.94791179895401,0.900981307029724
cgnet,full,binary,13,6pm,0.9511364102363586,0.9068256616592408
cgnet,full,binary,13,7pm,0.9531481862068176,0.910490095615387
cgnet,full,binary,13,8pm,0.9523707628250122,0.9090722799301147
cgnet,full,binary,14,9am,0.9611697793006896,0.9252423644065856
cgnet,full,binary,14,10am,0.9563133716583252,0.9162840247154236
cgnet,full,binary,14,11am,0.959821343421936,0.9227465987205504
cgnet,full,binary,14,12pm,0.9525740146636964,0.9094427824020386
cgnet,full,binary,14,1pm,0.9543246030807496,0.9126394391059875
cgnet,full,binary,14,2pm,0.9539663791656494,0.9119844436645508
cgnet,full,binary,14,3pm,0.9554045796394348,0.914616882801056
cgnet,full,binary,14,4pm,0.9545015096664428,0.9129630327224731
cgnet,full,binary,14,5pm,0.9518213868141174,0.9080716967582704
cgnet,full,binary,14,6pm,0.9559078216552734,0.9155396819114684
cgnet,full,binary,14,7pm,0.9459692239761353,0.8974778056144714
cgnet,full,binary,14,8pm,0.9530243277549744,0.910264015197754
cgnet,full,binary,15,8am,0.9507300853729248,0.9060872793197632
cgnet,full,binary,15,9am,0.9608120918273926,0.9245797991752625
cgnet,full,binary,15,10am,0.9603310823440552,0.9236893653869628
cgnet,full,binary,15,11am,0.961930215358734,0.9266527891159058
cgnet,full,binary,15,12pm,0.9613972902297974,0.9256641268730164
cgnet,full,binary,15,1pm,0.9568227529525756,0.9172197580337524
cgnet,full,binary,15,2pm,0.9590013027191162,0.9212319850921632
cgnet,full,binary,15,3pm,0.9569656848907472,0.9174824953079224
cgnet,full,binary,15,4pm,0.9561002850532532,0.9158928394317628
cgnet,full,binary,15,5pm,0.9542889595031738,0.9125742316246032
cgnet,full,binary,15,6pm,0.9549906253814696,0.9138584733009338
cgnet,full,binary,15,7pm,0.9559178352355956,0.9155580401420592
cgnet,full,binary,15,8pm,0.9567416310310364,0.9170706272125244
cgnet,full,binary,16,9am,0.9619588851928712,0.9267060160636902
cgnet,full,binary,16,10am,0.9672767519950868,0.9366273283958436
cgnet,full,binary,16,11am,0.9561554193496704,0.915994107723236
cgnet,full,binary,16,12pm,0.958044707775116,0.9194681644439696
cgnet,full,binary,16,1pm,0.9574323892593384,0.9183407425880432
cgnet,full,binary,16,2pm,0.9569787383079528,0.9175065159797668
cgnet,full,binary,16,3pm,0.9568968415260316,0.9173559546470642
cgnet,full,binary,16,4pm,0.9562878608703612,0.9162372350692748
cgnet,full,binary,16,5pm,0.9555349349975586,0.9148557782173156
cgnet,full,binary,16,6pm,0.95643812417984,0.9165131449699402
cgnet,full,binary,16,7pm,0.9546968340873718,0.913320541381836
cgnet,full,binary,16,8pm,0.9559739232063292,0.9156609773635864
cgnet,full,binary,17,8am,0.9545236229896544,0.9130035638809204
cgnet,full,binary,17,9am,0.9544368982315063,0.9128448367118835
cgnet,full,binary,17,10am,0.9608582258224488,0.9246652126312256
cgnet,full,binary,17,11am,0.9594443440437316,0.9220499992370604
cgnet,full,binary,17,12pm,0.9572765827178956,0.9180541634559632
cgnet,full,binary,17,1pm,0.967134177684784,0.9363599419593812
cgnet,full,binary,17,2pm,0.9668306708335876,0.9357911348342896
cgnet,full,binary,17,3pm,0.9568824768066406,0.9173294305801392
cgnet,full,binary,17,4pm,0.9609489440917968,0.9248332381248474
cgnet,full,binary,17,5pm,0.9578902721405028,0.9191836714744568
cgnet,full,binary,17,6pm,0.956215798854828,0.9161049127578736
cgnet,full,binary,17,7pm,0.9409613013267516,0.8885051012039185
cgnet,full,binary,17,8pm,0.9574286937713624,0.9183340072631836
cgnet,full,binary,18,8am,0.9535099267959596,0.9111505150794984
cgnet,full,binary,18,9am,0.9553020596504213,0.9144289493560792
cgnet,full,binary,18,10am,0.96380877494812,0.9301456809043884
cgnet,full,binary,18,11am,0.9661524295806884,0.9345211982727052
cgnet,full,binary,18,12pm,0.9704827070236206,0.9426580667495728
cgnet,full,binary,18,1pm,0.9718092679977416,0.9451643824577332
cgnet,full,binary,18,2pm,0.961502969264984,0.9258600473403932
cgnet,full,binary,18,3pm,0.9582177996635436,0.919787049293518
cgnet,full,binary,18,4pm,0.9638559222221376,0.9302334785461426
cgnet,full,binary,18,5pm,0.9551213979721068,0.9140979051589966
cgnet,full,binary,18,6pm,0.9604868292808532,0.9239774942398072
cgnet,full,binary,18,7pm,0.9363275170326232,0.8802780508995056
cgnet,full,binary,18,8pm,0.9606403708457948,0.9242618083953856
cgnet,full,binary,19,9am,0.9598885774612428,0.922870934009552
cgnet,full,binary,19,10am,0.9625301361083984,0.9277668595314026
cgnet,full,binary,19,11am,0.9627744555473328,0.9282209277153016
cgnet,full,binary,19,12pm,0.963010549545288,0.928659975528717
cgnet,full,binary,19,1pm,0.963747262954712,0.93003112077713
cgnet,full,binary,19,2pm,0.9615753889083862,0.9259943962097168
cgnet,full,binary,19,3pm,0.9609841704368592,0.9248985052108764
cgnet,full,binary,19,4pm,0.9620630145072936,0.926899254322052
cgnet,full,binary,19,5pm,0.9618237614631652,0.9264551997184752
cgnet,full,binary,19,6pm,0.9624812006950378,0.9276758432388306
cgnet,full,binary,20,8am,0.9568887948989868,0.9173411130905152
cgnet,full,binary,20,9am,0.971221923828125,0.9440538883209229
cgnet,full,binary,20,10am,0.959563970565796,0.9222709536552428
cgnet,full,binary,20,11am,0.970973551273346,0.943584680557251
cgnet,full,binary,20,12pm,0.9699864387512208,0.9417219758033752
cgnet,full,binary,20,1pm,0.9680821895599364,0.9381388425827026
cgnet,full,binary,20,2pm,0.9700137972831726,0.941773533821106
cgnet,full,binary,20,3pm,0.9623646140098572,0.9274592995643616
cgnet,full,binary,20,4pm,0.9685459136962892,0.9390101432800292
cgnet,full,binary,20,5pm,0.9606265425682068,0.9242361783981324
cgnet,full,binary,20,7pm,0.9291201233863832,0.8676230907440186
cgnet,full,binary,20,8pm,0.9622217416763306,0.9271939396858216
cgnet,full,binary,21,8am,0.961966335773468,0.9267197847366332
cgnet,full,binary,21,9am,0.9685235023498536,0.9389681220054626
cgnet,full,binary,21,10am,0.9690565466880798,0.9399706721305848
cgnet,full,binary,21,11am,0.9688944816589355,0.9396657347679138
cgnet,full,binary,21,12pm,0.9699819684028624,0.9417135119438172
cgnet,full,binary,21,1pm,0.9680119752883912,0.9380069375038148
cgnet,full,binary,21,2pm,0.968379557132721,0.9386975169181824
cgnet,full,binary,21,3pm,0.9665251970291138,0.9352189302444458
cgnet,full,binary,21,4pm,0.964497685432434,0.9314298033714294
cgnet,full,binary,21,5pm,0.9709646701812744,0.9435678720474244
cgnet,full,binary,21,6pm,0.9676920771598816,0.937406361103058
cgnet,full,binary,21,7pm,0.9656086564064026,0.9335041642189026
cgnet,full,binary,21,8pm,0.9643474817276,0.9311496019363404
cgnet,full,binary,22,8am,0.9558234214782716,0.9153848886489868
cgnet,full,binary,22,9am,0.9702126383781432,0.942148506641388
cgnet,full,binary,22,10am,0.970777988433838,0.943215310573578
cgnet,full,binary,22,11am,0.9697876572608948,0.941347360610962
cgnet,full,binary,22,1pm,0.970601201057434,0.9428815841674804
cgnet,full,binary,22,2pm,0.9664578437805176,0.9350928664207458
cgnet,full,binary,22,3pm,0.9676860570907592,0.93739515542984
cgnet,full,binary,22,4pm,0.9668934941291808,0.935908854007721
cgnet,full,binary,22,5pm,0.9614071249961852,0.9256823062896729
cgnet,full,binary,22,6pm,0.9668452739715576,0.9358184933662416
cgnet,full,binary,22,7pm,0.94726824760437,0.8998191952705383
cgnet,full,binary,22,8pm,0.9668063521385192,0.9357455968856812
cgnet,full,binary,23,8am,0.9545300602912904,0.9130152463912964
cgnet,full,binary,23,9am,0.9711363315582277,0.9438921809196472
cgnet,full,binary,23,10am,0.9693074226379396,0.9404428005218506
cgnet,full,binary,23,11am,0.960645854473114,0.9242719411849976
cgnet,full,binary,23,12pm,0.8750490546226501,0.7778552770614624
cgnet,full,binary,23,1pm,0.9723526239395142,0.9461928606033324
cgnet,full,binary,23,2pm,0.9770099520683287,0.955053210258484
cgnet,full,binary,23,3pm,0.9660186171531676,0.9342707991600036
cgnet,full,binary,23,4pm,0.9723243117332458,0.9461392164230348
cgnet,full,binary,23,5pm,0.9641295075416564,0.9307432770729064
cgnet,full,binary,23,6pm,0.9688574075698853,0.9395959973335266
cgnet,full,binary,23,7pm,0.9681859016418456,0.9383336305618286
cgnet,full,binary,23,8pm,0.9680348634719848,0.9380500316619872
cgnet,full,binary,24,8am,0.9727348685264589,0.9469169974327089
cgnet,full,binary,24,9am,0.9635673761367798,0.9296960830688475
cgnet,full,binary,24,10am,0.8442870378494263,0.7305334806442261
cgnet,full,binary,24,11am,0.8805941939353943,0.7866621613502502
cgnet,full,binary,24,12pm,0.90384441614151,0.824558436870575
cgnet,full,binary,24,1pm,0.9458680152893066,0.8972956538200378
cgnet,full,binary,24,2pm,0.9536768794059752,0.9114554524421692
cgnet,full,binary,24,3pm,0.976473331451416,0.9540282487869264
cgnet,full,binary,24,4pm,0.9798765182495116,0.9605469703674316
cgnet,full,binary,24,5pm,0.967998206615448,0.9379811882972716
cgnet,full,binary,24,6pm,0.9678783416748048,0.9377560615539552
cgnet,full,binary,24,7pm,0.945087730884552,0.895892322063446
cgnet,full,binary,25,8am,0.9747347235679626,0.950714647769928
cgnet,full,binary,25,9am,0.9649157524108888,0.932209849357605
cgnet,full,binary,25,10am,0.9607778191566468,0.924516260623932
cgnet,full,binary,25,11am,0.9296290278434752,0.8685110807418823
cgnet,full,binary,25,12pm,0.956584632396698,0.9167822003364564
cgnet,full,binary,25,1pm,0.9776697754859924,0.9563151001930236
cgnet,full,binary,25,2pm,0.983952820301056,0.9684125185012816
cgnet,full,binary,25,3pm,0.9708044528961182,0.9432652592658995
cgnet,full,binary,25,4pm,0.9725266695022584,0.94652259349823
cgnet,full,binary,25,5pm,0.970107078552246,0.941949427127838
cgnet,full,binary,25,6pm,0.9713473320007324,0.9442908763885498
cgnet,full,binary,25,7pm,0.9715476036071776,0.9446694850921632
cgnet,full,binary,25,8pm,0.9715041518211364,0.9445873498916626
cgnet,full,binary,26,8am,0.962170660495758,0.927099108695984
cgnet,full,binary,26,9am,0.9663042426109314,0.9348052740097046
cgnet,full,binary,26,10am,0.9741919040679932,0.9496824741363524
cgnet,full,binary,26,11am,0.9718467593193054,0.945235311985016
cgnet,full,binary,26,12pm,0.9742820858955384,0.9498538374900818
cgnet,full,binary,26,1pm,0.9843406081199646,0.9691641330718994
cgnet,full,binary,26,2pm,0.982006311416626,0.96464866399765
cgnet,full,binary,26,3pm,0.9868574738502502,0.9740558862686156
cgnet,full,binary,26,4pm,0.984790563583374,0.9700368642807008
cgnet,full,binary,26,5pm,0.976331353187561,0.9537572264671326
cgnet,full,binary,26,6pm,0.9722123742103576,0.9459273219108582
cgnet,full,binary,26,7pm,0.9735950827598572,0.9485487341880798
cgnet,full,binary,26,8pm,0.9716808795928956,0.9449215531349182
cgnet,full,binary,27,8am,0.9727370142936708,0.9469211101531982
cgnet,full,binary,27,9am,0.9670574069023132,0.9362159967422484
cgnet,full,binary,27,11am,0.9817808866500854,0.9642137885093688
cgnet,full,binary,27,12pm,0.9796338677406312,0.9600806832313538
cgnet,full,binary,27,1pm,0.985508680343628,0.9714313745498656
cgnet,full,binary,27,3pm,0.9855335354804992,0.9714797139167786
cgnet,full,binary,27,4pm,0.9851792454719543,0.9707913994789124
cgnet,full,binary,27,5pm,0.9839981198310852,0.9685002565383912
cgnet,full,binary,27,6pm,0.9766329526901244,0.9543330669403076
cgnet,full,binary,27,7pm,0.9676459431648254,0.937319815158844
cgnet,full,binary,27,8pm,0.9815489053726196,0.96376633644104
cgnet,full,binary,28,8am,0.9706571698188782,0.9429872632026672
cgnet,full,binary,28,9am,0.9805227518081664,0.9617897272109984
cgnet,full,binary,28,10am,0.9759512543678284,0.9530320167541504
cgnet,full,binary,28,11am,0.9745943546295166,0.950447678565979
cgnet,full,binary,28,12pm,0.9764215350151062,0.953929364681244
cgnet,full,binary,28,1pm,0.9817513823509216,0.9641568660736084
cgnet,full,binary,28,2pm,0.9813142418861388,0.9633139371871948
cgnet,full,binary,28,3pm,0.9749009609222412,0.951030969619751
cgnet,full,binary,28,4pm,0.9801745414733888,0.9611199498176576
cgnet,full,binary,28,5pm,0.969416081905365,0.9406474232673644
cgnet,full,binary,28,6pm,0.9707357883453368,0.943135678768158
cgnet,full,binary,28,7pm,0.9564558863639832,0.9165456891059875
cgnet,full,binary,28,8pm,0.9718127250671388,0.9451709985733032
cgnet,full,binary,29,8am,0.9664957523345948,0.9351638555526732
cgnet,full,binary,29,9am,0.9753856658935548,0.9519538879394532
cgnet,full,binary,29,10am,0.9741965532302856,0.9496912360191344
cgnet,full,binary,29,11am,0.9723746180534364,0.9462345242500304
cgnet,full,binary,29,12pm,0.973551332950592,0.9484656453132628
cgnet,full,binary,29,1pm,0.976398468017578,0.9538853764533995
cgnet,full,binary,29,2pm,0.9734492897987366,0.9482719898223876
cgnet,full,binary,29,3pm,0.9746946096420288,0.9506382942199708
cgnet,full,binary,29,4pm,0.9753581881523132,0.9519016146659852
cgnet,full,binary,29,5pm,0.9739209413528442,0.9491674900054932
cgnet,full,binary,29,6pm,0.9741680026054382,0.949636936187744
cgnet,full,binary,29,7pm,0.9734792113304138,0.9483287930488586
cgnet,full,binary,29,8pm,0.973306119441986,0.9480003118515016
cgnet,full,binary,30,8am,0.9658926129341124,0.9340351223945618
cgnet,full,binary,30,9am,0.9776390790939332,0.9562562704086304
cgnet,full,binary,30,10am,0.9754675030708312,0.9521098136901855
cgnet,full,binary,30,11am,0.97400164604187,0.949320912361145
cgnet,full,binary,30,12pm,0.9732661843299866,0.947924554347992
cgnet,full,binary,30,1pm,0.979127824306488,0.9591091275215148
cgnet,full,binary,30,2pm,0.9826723337173462,0.9659349322319032
cgnet,full,binary,30,3pm,0.976329743862152,0.9537540674209596
cgnet,full,binary,30,4pm,0.983531653881073,0.9675970077514648
cgnet,full,binary,30,5pm,0.9725709557533264,0.946606457233429
cgnet,full,binary,30,6pm,0.9735025763511658,0.9483731389045716
cgnet,full,binary,30,7pm,0.9737527966499328,0.9488481283187866
cgnet,full,binary,30,8pm,0.9743173718452454,0.949920892715454
cgnet,full,binary,31,8am,0.9704594016075134,0.9426140785217284
cgnet,full,binary,31,9am,0.973850965499878,0.9490346908569336
cgnet,full,binary,31,10am,0.9756896495819092,0.9525331854820251
cgnet,full,binary,31,11am,0.9761016368865968,0.9533188939094543
cgnet,full,binary,31,12pm,0.9769957065582277,0.9550260305404664
cgnet,full,binary,31,1pm,0.9731643199920654,0.94773131608963
cgnet,full,binary,31,2pm,0.9743219017982484,0.9499295353889464
cgnet,full,binary,31,3pm,0.9751960635185242,0.951592743396759
cgnet,full,binary,31,4pm,0.9744945764541626,0.9502578377723694
cgnet,full,binary,31,5pm,0.9748443961143494,0.9509233832359314
cgnet,full,binary,31,6pm,0.973620355129242,0.9485966563224792
cgnet,full,binary,31,7pm,0.9735286235809326,0.9484225511550904
cgnet,full,binary,31,8pm,0.9740502834320068,0.9494133591651917
cgnet,full,binary,32,8am,0.9649466276168824,0.9322675466537476
