CNN Model,Input Type,Target Type,Trial,Day,Hour,Class 0 F1 Score,Class 1 F1 Score,Class 2 F1 Score,Class 3 F1 Score,Class 4 F1 Score,Class 5 F1 Score,Class 6 F1 Score,Class 0 Jaccard Index,Class 1 Jaccard Index,Class 2 Jaccard Index,Class 3 Jaccard Index,Class 4 Jaccard Index,Class 5 Jaccard Index,Class 6 Jaccard Index
cgnet,rois,multiclass,1,1,7pm,0.7798470258712769,0.5546581745147705,0.5402019023895264,1.0,1.0,1.0,1.0,0.6391387581825256,0.3837557137012481,0.3700524866580963,1.0,1.0,1.0,1.0
cgnet,rois,multiclass,1,1,8pm,0.7592189908027649,0.5386605858802795,0.5675798058509827,1.0,1.0,1.0,1.0,0.6118879318237305,0.3686074316501617,0.3962383568286896,1.0,1.0,1.0,1.0
cgnet,rois,multiclass,1,2,8am,0.7728695869445801,0.551727831363678,0.8329548835754395,0.8439279198646545,0.0,1.0,1.0,0.6298186182975769,0.3809558749198913,0.7137297987937927,0.7299959659576416,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,9am,0.7955576181411743,0.5740326642990112,0.8300513625144958,0.8119300603866577,0.0,1.0,1.0,0.6605194211006165,0.4025566577911377,0.7094767689704895,0.6834025382995605,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,10am,0.7915993332862854,0.5738954544067383,0.8548144102096558,0.834538996219635,0.0,1.0,1.0,0.6550801396369934,0.4024217426776886,0.7464417815208435,0.716059148311615,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,11am,0.7878164649009705,0.5695616602897644,0.8412587642669678,0.828538715839386,0.0,0.0,1.0,0.6499151587486267,0.3981727957725525,0.7260108590126038,0.7072694301605225,0.0,0.0,1.0
cgnet,rois,multiclass,1,2,12pm,0.7905383706092834,0.5722697973251343,0.8433891534805298,0.8521165251731873,0.0,1.0,1.0,0.6536282896995544,0.4008249044418335,0.7291901111602783,0.742337167263031,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,1pm,0.8005179762840271,0.5827357769012451,0.8484838604927063,0.8641248345375061,0.0,1.0,1.0,0.6673864126205444,0.4111694693565368,0.7368406057357788,0.7607568502426147,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,2pm,0.8016031980514526,0.5806350708007812,0.8048108816146851,0.8641248345375061,0.0,0.0,1.0,0.6688962578773499,0.4090809226036072,0.6733753681182861,0.7607568502426147,0.0,0.0,1.0
cgnet,rois,multiclass,1,2,3pm,0.7701861262321472,0.551420271396637,0.8070382475852966,0.8287655711174011,0.0,1.0,1.0,0.6262623071670532,0.380662739276886,0.6764997243881226,0.7076000571250916,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,4pm,0.7993501424789429,0.5804262161254883,0.8286352157592773,0.8262060284614563,0.0,1.0,1.0,0.6657646298408508,0.408873587846756,0.7074100971221924,0.7038765549659729,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,5pm,0.765731692314148,0.5433181524276733,0.8125253915786743,0.8434653878211975,0.0,0.0,1.0,0.6203932166099548,0.3729833960533142,0.6842465400695801,0.7293040752410889,0.0,0.0,1.0
cgnet,rois,multiclass,1,2,6pm,0.7579097151756287,0.541041910648346,0.8194833397865295,0.8319520950317383,0.0,1.0,1.0,0.610188901424408,0.3708412945270538,0.6941734552383423,0.7122585773468018,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,7pm,0.7574798464775085,0.5402089953422546,0.8165922164916992,0.8095983266830444,0.0,1.0,1.0,0.6096318364143372,0.3700591623783111,0.6900345087051392,0.6801051497459412,0.0,1.0,1.0
cgnet,rois,multiclass,1,2,8pm,0.7537711262702942,0.5377280712127686,0.8232816457748413,0.8475900292396545,0.0,1.0,1.0,0.6048416495323181,0.3677346706390381,0.6996420621871948,0.7354934811592102,0.0,1.0,1.0
cgnet,rois,multiclass,1,3,8am,0.7490535974502563,0.5388292074203491,0.8223283886909485,0.7555435299873352,0.0,0.0,1.0,0.5987895131111145,0.3687653839588165,0.698266327381134,0.60712730884552,0.0,0.0,1.0
cgnet,rois,multiclass,1,3,9am,0.788530707359314,0.5733224749565125,0.8302314281463623,0.8087900280952454,0.0,0.0,1.0,0.6508879065513611,0.4018584787845611,0.7097398638725281,0.6789650917053223,0.0,0.0,1.0
