CNN Model,Input Type,Target Type,Trial,Day,Hour,F1 Score,Jaccard Index,TP,FP,FN,TN
cgnet,rois,binary,1,8am,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,9am,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,10am,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,11am,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,12pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,1pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,2pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,3pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,4pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,5pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,6pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,7pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,8pm,1,0.0,,1944000,0,0,0
cgnet,rois,binary,1,8am,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,9am,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,10am,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,11am,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,12pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,1pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,2pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,3pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,4pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,5pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,6pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,7pm,2,0.0,0.0,1943945,5,50,0
cgnet,rois,binary,1,8pm,2,0.0,0.0,1943950,0,50,0
cgnet,rois,binary,1,8am,3,0.878923773765564,0.7839999794960022,1943125,6,183,686
cgnet,rois,binary,1,9am,3,0.8828025460243225,0.7901938557624817,1943123,8,176,693
cgnet,rois,binary,1,10am,3,0.8905660510063171,0.8027210831642151,1943118,13,161,708
cgnet,rois,binary,1,11am,3,0.8876262903213501,0.7979568839073181,1943119,12,166,703
cgnet,rois,binary,1,12pm,3,0.8867805004119873,0.7965909242630005,1943120,11,168,701
cgnet,rois,binary,1,1pm,3,0.8836618065834045,0.7915717363357544,1943122,9,174,695
cgnet,rois,binary,1,2pm,3,0.8820905089378357,0.7890536189079285,1943123,8,177,692
cgnet,rois,binary,1,3pm,3,0.8897243142127991,0.8013544082641602,1943114,17,159,710
cgnet,rois,binary,1,4pm,3,0.877237856388092,0.7813211679458618,1943122,9,183,686
cgnet,rois,binary,1,5pm,3,0.8730964660644531,0.7747747898101807,1943112,19,181,688
cgnet,rois,binary,1,6pm,3,0.8870765566825867,0.7970687747001648,1943113,18,162,707
cgnet,rois,binary,1,7pm,3,0.8869235515594482,0.7968217730522156,1943119,12,167,702
cgnet,rois,binary,1,8pm,3,0.8871989846229553,0.7972665429115295,1943122,9,169,700
cgnet,rois,binary,1,8am,4,0.9475771188735962,0.9003767371177673,1941611,10,228,2151
cgnet,rois,binary,1,9am,4,0.9509997963905334,0.9065772891044616,1941613,8,215,2164
cgnet,rois,binary,1,10am,4,0.9593073725700378,0.921796977519989,1941596,25,163,2216
cgnet,rois,binary,1,11am,4,0.954396665096283,0.9127712845802308,1941604,17,192,2187
cgnet,rois,binary,1,12pm,4,0.9532138109207152,0.9106098413467408,1941606,15,199,2180
cgnet,rois,binary,1,1pm,4,0.9567485451698304,0.9170833230018616,1941600,21,178,2201
cgnet,rois,binary,1,2pm,4,0.9561060667037964,0.915903389453888,1941598,23,179,2200
cgnet,rois,binary,1,3pm,4,0.9603981971740724,0.9238134622573853,1941598,23,160,2219
cgnet,rois,binary,1,4pm,4,0.9572018384933472,0.9179166555404664,1941600,21,176,2203
cgnet,rois,binary,1,5pm,4,0.9595150351524352,0.9221805930137634,1941597,24,163,2216
cgnet,rois,binary,1,6pm,4,0.9613474607467652,0.9255717396736144,1941595,26,153,2226
cgnet,rois,binary,1,7pm,4,0.9628509879112244,0.9283632040023804,1941599,22,150,2229
cgnet,rois,binary,1,8pm,4,0.959999978542328,0.9230769276618958,1941595,26,159,2220
cgnet,rois,binary,1,8am,5,0.9581939578056335,0.9197431802749634,1940885,16,234,2865
cgnet,rois,binary,1,9am,5,0.963566780090332,0.9296950101852416,1940885,16,203,2896
cgnet,rois,binary,1,10am,5,0.9576384425163268,0.918720006942749,1940875,26,228,2871
cgnet,rois,binary,1,11am,5,0.9619158506393432,0.9266260862350464,1940879,22,207,2892
cgnet,rois,binary,1,12pm,5,0.962618350982666,0.9279308319091796,1940878,23,202,2897
cgnet,rois,binary,1,1pm,5,0.9629998207092284,0.9286400079727172,1940875,26,197,2902
cgnet,rois,binary,1,2pm,5,0.9655970931053162,0.933482587337494,1940873,28,180,2919
cgnet,rois,binary,1,3pm,5,0.9602130651474,0.9234710335731506,1940877,24,215,2884
cgnet,rois,binary,1,4pm,5,0.967603325843811,0.9372398257255554,1940877,24,172,2927
cgnet,rois,binary,1,5pm,5,0.9630733728408812,0.928776741027832,1940869,32,191,2908
cgnet,rois,binary,1,6pm,5,0.9686157703399658,0.939141571521759,1940878,23,167,2932
cgnet,rois,binary,1,7pm,5,0.9647526144981384,0.9319053888320924,1940872,29,184,2915
cgnet,rois,binary,1,8pm,5,0.969967007637024,0.9416853785514832,1940879,22,160,2939
cgnet,rois,binary,1,8am,6,0.967947006225586,0.9378849864006042,1940104,17,225,3654
cgnet,rois,binary,1,9am,6,0.9646746516227722,0.9317598938941956,1940102,19,247,3632
cgnet,rois,binary,1,10am,6,0.9686217308044434,0.9391527771949768,1940105,16,221,3658
cgnet,rois,binary,1,11am,6,0.958717405796051,0.9207082390785216,1940103,18,291,3588
cgnet,rois,binary,1,12pm,6,0.9712249040603638,0.9440595507621764,1940103,18,200,3679
cgnet,rois,binary,1,1pm,6,0.9662446975708008,0.9346938729286194,1940080,41,215,3664
cgnet,rois,binary,1,2pm,6,0.9545934796333312,0.913131296634674,1940040,81,263,3616
cgnet,rois,binary,1,3pm,6,0.9709609150886536,0.943560779094696,1940102,19,201,3678
cgnet,rois,binary,1,4pm,6,0.9678188562393188,0.937644362449646,1940103,18,225,3654
cgnet,rois,binary,1,5pm,6,0.963563859462738,0.9296895265579224,1940103,18,256,3623
cgnet,rois,binary,1,6pm,6,0.967972457408905,0.937932789325714,1940101,20,222,3657
cgnet,rois,binary,1,7pm,6,0.9651424884796144,0.9326332211494446,1940096,25,238,3641
cgnet,rois,binary,1,8pm,6,0.969592809677124,0.9409802556037904,1940103,18,212,3667
cgnet,rois,binary,1,8am,7,0.9072425365447998,0.8302322626113892,1936207,23,1300,6470
cgnet,rois,binary,1,9am,7,0.9034254550933838,0.8238614201545715,1936205,25,1348,6422
cgnet,rois,binary,1,10am,7,0.9188514351844788,0.8498845100402832,1936206,24,1146,6624
cgnet,rois,binary,1,11am,7,0.9218955636024476,0.8551077842712402,1936208,22,1107,6663
cgnet,rois,binary,1,12pm,7,0.9167999029159546,0.846380889415741,1936208,22,1175,6595
cgnet,rois,binary,1,1pm,7,0.9260303974151612,0.8622501492500305,1936196,34,1041,6729
cgnet,rois,binary,1,2pm,7,0.9350276589393616,0.8779830932617188,1936206,24,927,6843
cgnet,rois,binary,1,3pm,7,0.921160101890564,0.8538432121276855,1936207,23,1116,6654
cgnet,rois,binary,1,4pm,7,0.922715663909912,0.8565200567245483,1936201,29,1090,6680
cgnet,rois,binary,1,5pm,7,0.9212255477905272,0.8539556264877319,1936201,29,1110,6660
cgnet,rois,binary,1,6pm,7,0.9296993017196656,0.8686337471008301,1936205,25,999,6771
cgnet,rois,binary,1,7pm,7,0.9230769276618958,0.8571428656578064,1936209,21,1092,6678
cgnet,rois,binary,1,8pm,7,0.918476402759552,0.8492429852485657,1936206,24,1151,6619
cgnet,rois,binary,1,8am,8,0.9066066145896912,0.8291677832603455,1933077,42,1824,9057
cgnet,rois,binary,1,9am,8,0.8893964886665344,0.8008226752281189,1933060,59,2120,8761
cgnet,rois,binary,1,10am,8,0.892782986164093,0.8063306212425232,1933069,50,2067,8814
cgnet,rois,binary,1,11am,8,0.9133568406105042,0.8405306339263916,1933070,49,1694,9187
cgnet,rois,binary,1,12pm,8,0.9339953064918518,0.8761643767356873,1933050,69,1287,9594
cgnet,rois,binary,1,1pm,8,0.933112621307373,0.8746121525764465,1933042,77,1297,9584
cgnet,rois,binary,1,2pm,8,0.9315630197525024,0.8718932867050171,1933056,63,1339,9542
cgnet,rois,binary,1,3pm,8,0.8867070078849792,0.7964723110198975,1933058,61,2166,8715
cgnet,rois,binary,1,5pm,8,0.8732801079750061,0.7750640511512756,1933068,51,2408,8473
cgnet,rois,binary,1,6pm,8,0.8919616937637329,0.8049917817115784,1933062,57,2076,8805
cgnet,rois,binary,1,7pm,8,0.8918165564537048,0.8047553896903992,1933065,54,2081,8800
cgnet,rois,binary,1,8pm,8,0.8865559101104736,0.7962284684181213,1933076,43,2183,8698
cgnet,rois,binary,1,8am,9,0.9019568562507628,0.8214220404624939,1933030,69,1890,9011
cgnet,rois,binary,1,9am,9,0.8991975784301758,0.8168565034866333,1933025,74,1936,8965
cgnet,rois,binary,1,10am,9,0.867478609085083,0.7659710645675659,1933074,25,2532,8369
cgnet,rois,binary,1,11am,9,0.9255746006965636,0.8614600300788879,1933014,85,1437,9464
cgnet,rois,binary,1,12pm,9,0.9072781801223756,0.8302919864654541,1933040,59,1801,9100
cgnet,rois,binary,1,1pm,9,0.9328013062477112,0.8740652799606323,1933034,65,1316,9585
cgnet,rois,binary,1,2pm,9,0.9329304099082948,0.8742919564247131,1933054,45,1331,9570
cgnet,rois,binary,1,3pm,9,0.9298014640808104,0.868812084197998,1933031,68,1371,9530
cgnet,rois,binary,1,4pm,9,0.9428598880767822,0.8918967843055725,1932992,107,1083,9818
cgnet,rois,binary,1,5pm,9,0.9306118488311768,0.8702282905578613,1933050,49,1372,9529
cgnet,rois,binary,1,6pm,9,0.9354603886604308,0.8787464499473572,1933023,76,1255,9646
cgnet,rois,binary,1,7pm,9,0.8482297658920288,0.7364574670791626,1933053,46,2839,8062
cgnet,rois,binary,1,8pm,9,0.9289628267288208,0.8673487901687622,1933054,45,1407,9494
cgnet,rois,binary,1,8am,10,0.9398809671401978,0.8865805864334106,1927971,308,1510,14211
cgnet,rois,binary,1,9am,10,0.945951282978058,0.8974454998970032,1927989,290,1352,14369
cgnet,rois,binary,1,11am,10,0.9535180330276488,0.9111652970314026,1928004,275,1146,14575
cgnet,rois,binary,1,12pm,10,0.9480229020118712,0.9011820554733276,1928011,268,1312,14409
cgnet,rois,binary,1,1pm,10,0.9443874955177308,0.8946345448493958,1928046,233,1448,14273
cgnet,rois,binary,1,2pm,10,0.9526238441467284,0.9095336198806764,1927983,296,1153,14568
cgnet,rois,binary,1,3pm,10,0.9541488289833068,0.912317991256714,1927999,280,1123,14598
cgnet,rois,binary,1,4pm,10,0.9607154726982116,0.9244007468223572,1928021,258,950,14771
cgnet,rois,binary,1,5pm,10,0.958410918712616,0.9201430082321168,1928059,220,1053,14668
cgnet,rois,binary,1,6pm,10,0.9580536484718324,0.9194846153259276,1928090,189,1092,14629
cgnet,rois,binary,1,7pm,10,0.9391767978668212,0.8853282928466797,1928085,194,1631,14090
cgnet,rois,binary,1,8pm,10,0.9546752572059632,0.91328102350235,1928075,204,1177,14544
cgnet,rois,binary,1,8am,11,0.9333292841911316,0.8749929070472717,1926425,322,1875,15378
cgnet,rois,binary,1,9am,11,0.945013463497162,0.8957588076591492,1926387,360,1476,15777
cgnet,rois,binary,1,10am,11,0.9402913451194764,0.8873111605644226,1926394,353,1631,15622
cgnet,rois,binary,1,11am,11,0.9491263031959534,0.9031782746315002,1926349,398,1311,15942
cgnet,rois,binary,1,12pm,11,0.944484531879425,0.894808828830719,1926451,296,1550,15703
cgnet,rois,binary,1,1pm,11,0.9556389451026917,0.915046453475952,1926461,286,1204,16049
cgnet,rois,binary,1,2pm,11,0.9505103826522828,0.905688226222992,1926367,380,1283,15970
cgnet,rois,binary,1,3pm,11,0.9496949315071106,0.9042086601257324,1926441,306,1376,15877
cgnet,rois,binary,1,4pm,11,0.9477801322937012,0.9007434248924256,1926379,368,1381,15872
cgnet,rois,binary,1,5pm,11,0.9421084523200988,0.8905529379844666,1926439,308,1614,15639
cgnet,rois,binary,1,6pm,11,0.941395342350006,0.8892794251441956,1926361,386,1567,15686
cgnet,rois,binary,1,7pm,11,0.8854036927223206,0.7943716645240784,1926517,230,3365,13888
cgnet,rois,binary,1,8pm,11,0.9499731063842772,0.9047130942344666,1926432,315,1359,15894
cgnet,rois,binary,1,8am,12,0.9186257719993592,0.8494985103607178,1925555,374,2402,15669
cgnet,rois,binary,1,9am,12,0.9039735794067384,0.8247735500335693,1925561,368,2863,15208
cgnet,rois,binary,1,10am,12,0.9107009768486024,0.836043119430542,1925733,196,2799,15272
cgnet,rois,binary,1,11am,12,0.9121418595314026,0.8384749889373779,1925718,211,2742,15329
cgnet,rois,binary,1,12pm,12,0.9182360172271729,0.8488321304321289,1925676,253,2517,15554
cgnet,rois,binary,1,1pm,12,0.963050901889801,0.9287350177764891,1925660,269,1038,17033
cgnet,rois,binary,1,2pm,12,0.9667946100234984,0.935723602771759,1925564,365,820,17251
cgnet,rois,binary,1,3pm,12,0.95294588804245,0.9101209044456482,1925642,287,1363,16708
cgnet,rois,binary,1,4pm,12,0.9600269794464112,0.9231268763542176,1925515,414,1007,17064
cgnet,rois,binary,1,5pm,12,0.9500057101249696,0.9047722220420836,1925581,348,1406,16665
cgnet,rois,binary,1,6pm,12,0.9394847750663756,0.8858757615089417,1925599,330,1770,16301
cgnet,rois,binary,1,7pm,12,0.8887341618537903,0.7997494339942932,1925643,286,3390,14681
cgnet,rois,binary,1,8pm,12,0.9341025948524476,0.8763531446456909,1925617,312,1961,16110
cgnet,rois,binary,1,8am,13,0.9406338930130004,0.8879215121269226,1924130,359,1868,17643
cgnet,rois,binary,1,9am,13,0.9162386655807496,0.8454247713088989,1924165,324,2742,16769
cgnet,rois,binary,1,10am,13,0.9201778173446656,0.8521567583084106,1924202,287,2640,16871
cgnet,rois,binary,1,11am,13,0.9191280603408812,0.8503579497337341,1924166,323,2645,16866
cgnet,rois,binary,1,12pm,13,0.9404292702674866,0.8875569105148315,1924230,259,1964,17547
cgnet,rois,binary,1,1pm,13,0.9592627286911012,0.9217146039009094,1924124,365,1191,18320
cgnet,rois,binary,1,2pm,13,0.9576984643936156,0.9188305139541626,1924128,361,1252,18259
cgnet,rois,binary,1,3pm,13,0.9565947651863098,0.9168007969856262,1924120,369,1285,18226
cgnet,rois,binary,1,4pm,13,0.9631852507591248,0.9289848804473876,1924131,358,1053,18458
cgnet,rois,binary,1,5pm,13,0.9581949710845948,0.9197450280189514,1924076,413,1186,18325
cgnet,rois,binary,1,6pm,13,0.9577760100364684,0.9189733266830444,1924130,359,1251,18260
cgnet,rois,binary,1,7pm,13,0.955948770046234,0.9156147837638856,1924115,374,1304,18207
cgnet,rois,binary,1,8pm,13,0.9541876316070556,0.9123889803886414,1924071,418,1328,18183
cgnet,rois,binary,1,9am,14,0.9136964082717896,0.8411059975624084,1921721,367,3173,18739
cgnet,rois,binary,1,10am,14,0.910460889339447,0.8356385827064514,1921732,356,3304,18608
cgnet,rois,binary,1,11am,14,0.926938772201538,0.8638265132904053,1921771,317,2710,19202
cgnet,rois,binary,1,12pm,14,0.9478793740272522,0.90092271566391,1921674,414,1798,20114
cgnet,rois,binary,1,1pm,14,0.9537108540534972,0.9115175008773804,1921634,454,1525,20387
cgnet,rois,binary,1,2pm,14,0.9542189836502076,0.9124463200569152,1921648,440,1517,20395
cgnet,rois,binary,1,3pm,14,0.9554083347320556,0.9146237373352052,1921687,401,1504,20408
cgnet,rois,binary,1,4pm,14,0.9617537260055542,0.9263252019882202,1921645,443,1204,20708
cgnet,rois,binary,1,5pm,14,0.9543427228927612,0.912672519683838,1921613,475,1480,20432
cgnet,rois,binary,1,6pm,14,0.948288083076477,0.901661455631256,1921730,358,1832,20080
cgnet,rois,binary,1,7pm,14,0.9450408816337584,0.8958080410957336,1921743,345,1974,19938
cgnet,rois,binary,1,8pm,14,0.956507444381714,0.9166404604911804,1921747,341,1514,20398
cgnet,rois,binary,1,8am,15,0.9562100768089294,0.9160943627357484,1918519,589,1549,23343
cgnet,rois,binary,1,9am,15,0.9407883882522584,0.8881968259811401,1918634,474,2362,22530
cgnet,rois,binary,1,10am,15,0.9526682496070862,0.9096145629882812,1918653,455,1836,23056
cgnet,rois,binary,1,11am,15,0.9399551153182985,0.8867125511169434,1918728,380,2483,22409
cgnet,rois,binary,1,12pm,15,0.9601840972900392,0.9234173893928528,1918694,414,1524,23368
cgnet,rois,binary,1,1pm,15,0.9643243551254272,0.9311065673828124,1918642,466,1281,23611
cgnet,rois,binary,1,2pm,15,0.9615219235420228,0.9258952736854552,1918617,491,1390,23502
cgnet,rois,binary,1,3pm,15,0.962622344493866,0.9279382228851318,1918619,489,1340,23552
cgnet,rois,binary,1,4pm,15,0.9593858122825624,0.9219418168067932,1918519,589,1400,23492
cgnet,rois,binary,1,5pm,15,0.9593565464019777,0.9218878746032716,1918511,597,1394,23498
cgnet,rois,binary,1,6pm,15,0.9596991539001464,0.9225208163261414,1918548,560,1412,23480
cgnet,rois,binary,1,7pm,15,0.9596000909805298,0.9223377108573914,1918505,603,1377,23515
cgnet,rois,binary,1,8pm,15,0.960210382938385,0.9234659671783448,1918495,613,1339,23553
cgnet,rois,binary,1,9am,16,0.9358877539634703,0.8795009255409241,1915145,498,2979,25378
cgnet,rois,binary,1,10am,16,0.9363957047462464,0.8803985714912415,1915196,447,2998,25359
cgnet,rois,binary,1,11am,16,0.9694592356681824,0.940728724002838,1915099,544,1169,27188
cgnet,rois,binary,1,12pm,16,0.9731358289718628,0.9476772546768188,1915198,445,1062,27295
cgnet,rois,binary,1,1pm,16,0.9691581130027772,0.9401617646217346,1915072,571,1160,27197
cgnet,rois,binary,1,2pm,16,0.9718475341796876,0.9452368021011353,1915112,531,1051,27306
cgnet,rois,binary,1,3pm,16,0.970410406589508,0.9425215721130372,1915050,593,1071,27286
cgnet,rois,binary,1,4pm,16,0.967298150062561,0.9366673827171326,1915026,617,1218,27139
cgnet,rois,binary,1,5pm,16,0.9689743518829346,0.9398159384727478,1914989,654,1092,27265
cgnet,rois,binary,1,6pm,16,0.9683200120925904,0.9385855793952942,1914984,659,1123,27234
cgnet,rois,binary,1,7pm,16,0.967875063419342,0.9377499222755432,1914988,655,1151,27206
cgnet,rois,binary,1,8pm,16,0.9706169962882996,0.9429113864898682,1915045,598,1055,27302
cgnet,rois,binary,1,8am,17,0.9590391516685486,0.9213018417358398,1910632,1409,1217,30742
cgnet,rois,binary,1,9am,17,0.9575497508049012,0.9185567498207092,1910492,1549,1180,30779
cgnet,rois,binary,1,10am,17,0.955266773700714,0.9143643379211426,1910194,1847,1048,30911
cgnet,rois,binary,1,11am,17,0.957733392715454,0.9188948273658752,1911499,542,2094,29865
cgnet,rois,binary,1,12pm,17,0.9706049561500548,0.9428886771202089,1911397,644,1218,30741
cgnet,rois,binary,1,1pm,17,0.972009778022766,0.9455437660217284,1911405,636,1139,30820
cgnet,rois,binary,1,2pm,17,0.9751797914505004,0.9515618681907654,1911443,598,979,30980
cgnet,rois,binary,1,3pm,17,0.9738226532936096,0.9489808678627014,1911522,519,1138,30821
cgnet,rois,binary,1,4pm,17,0.9723379015922546,0.9461649656295776,1911419,622,1132,30827
cgnet,rois,binary,1,5pm,17,0.9727787375450134,0.9470001459121704,1911415,626,1101,30858
cgnet,rois,binary,1,6pm,17,0.9725129008293152,0.9464964866638184,1911404,637,1107,30852
cgnet,rois,binary,1,7pm,17,0.9581395387649536,0.9196428656578064,1911072,969,1677,30282
cgnet,rois,binary,1,8pm,17,0.974251627922058,0.94979590177536,1911413,628,1008,30951
cgnet,rois,binary,1,8am,18,0.9550803303718568,0.91402268409729,1909456,1839,1131,31574
cgnet,rois,binary,1,9am,18,0.9554523229599,0.9147043824195862,1909262,2033,930,31775
cgnet,rois,binary,1,10am,18,0.9670498967170716,0.9362019300460817,1910441,854,1287,31418
cgnet,rois,binary,1,11am,18,0.9600638747215272,0.9231950044631958,1910773,522,2030,30675
cgnet,rois,binary,1,12pm,18,0.9712740182876588,0.9441523551940918,1910713,582,1277,31428
cgnet,rois,binary,1,1pm,18,0.976882815361023,0.9548102617263794,1910696,599,906,31799
cgnet,rois,binary,1,2pm,18,0.9774693250656128,0.9559314846992492,1910779,516,948,31757
cgnet,rois,binary,1,3pm,18,0.9749845862388612,0.951190173625946,1910728,567,1057,31648
cgnet,rois,binary,1,4pm,18,0.9770281314849854,0.955087959766388,1910735,560,934,31771
cgnet,rois,binary,1,5pm,18,0.9721110463142396,0.945735514163971,1910608,687,1125,31580
cgnet,rois,binary,1,6pm,18,0.9732138514518738,0.9478253126144408,1910708,587,1150,31555
cgnet,rois,binary,1,7pm,18,0.9504406452178956,0.9055615663528442,1910772,523,2615,30090
cgnet,rois,binary,1,8pm,18,0.974024772644043,0.9493647813796996,1910703,592,1094,31611
cgnet,rois,binary,1,9am,19,0.9718793034553528,0.9452968835830688,1904441,877,1287,37395
cgnet,rois,binary,1,10am,19,0.972548484802246,0.9465638995170592,1904420,898,1217,37465
cgnet,rois,binary,1,11am,19,0.973821461200714,0.9489785432815552,1904546,772,1241,37441
cgnet,rois,binary,1,12pm,19,0.9730136394500732,0.9474455714225768,1904441,877,1202,37480
cgnet,rois,binary,1,1pm,19,0.9739999771118164,0.9493176341056824,1904578,740,1258,37424
cgnet,rois,binary,1,2pm,19,0.9724276661872864,0.9463350176811218,1904477,841,1280,37402
cgnet,rois,binary,1,3pm,19,0.9715957641601562,0.9447606205940248,1904463,855,1329,37353
cgnet,rois,binary,1,4pm,19,0.973723530769348,0.9487926363945008,1904533,785,1236,37446
cgnet,rois,binary,1,5pm,19,0.973671555519104,0.9486939311027528,1904492,826,1201,37481
cgnet,rois,binary,1,6pm,19,0.973748743534088,0.9488404989242554,1904457,861,1162,37520
cgnet,rois,binary,1,8am,20,0.9659906029701232,0.9342184662818908,1899109,1889,1064,41938
cgnet,rois,binary,1,9am,20,0.9654936790466307,0.9332892894744872,1900079,919,2011,40991
cgnet,rois,binary,1,10am,20,0.9596916437149048,0.9225069284439088,1898654,2344,1170,41832
cgnet,rois,binary,1,11am,20,0.9688560962677002,0.939593493938446,1900412,586,2047,40955
cgnet,rois,binary,1,12pm,20,0.9773972630500792,0.9557936787605286,1900228,770,1165,41837
cgnet,rois,binary,1,1pm,20,0.9771819710731506,0.9553819894790648,1900206,792,1162,41840
cgnet,rois,binary,1,2pm,20,0.9768950939178468,0.954833686351776,1900162,836,1144,41858
cgnet,rois,binary,1,3pm,20,0.9793530106544496,0.959541380405426,1900128,870,905,42097
cgnet,rois,binary,1,4pm,20,0.9790894389152528,0.9590354561805724,1900206,792,1002,42000
cgnet,rois,binary,1,5pm,20,0.9753522276878356,0.9518902897834778,1900038,960,1155,41847
cgnet,rois,binary,1,7pm,20,0.9433912634849548,0.8928482532501221,1899829,1169,3564,39438
cgnet,rois,binary,1,8pm,20,0.9755294322967528,0.9522278308868408,1900146,852,1243,41759
cgnet,rois,binary,1,8am,21,0.9499984979629515,0.9047592282295228,1891092,4026,1013,47869
cgnet,rois,binary,1,9am,21,0.9721747040748596,0.945855975151062,1894133,985,1715,47167
cgnet,rois,binary,1,10am,21,0.973246693611145,0.9478875994682312,1894223,895,1699,47183
cgnet,rois,binary,1,11am,21,0.975382924079895,0.9519487619400024,1894199,919,1474,47408
cgnet,rois,binary,1,12pm,21,0.9769874215126038,0.955010175704956,1893922,1196,1057,47825
cgnet,rois,binary,1,1pm,21,0.9806524515151978,0.9620392918586732,1894238,880,1009,47873
cgnet,rois,binary,1,2pm,21,0.9807066321372986,0.96214359998703,1894233,885,999,47883
cgnet,rois,binary,1,3pm,21,0.9812507033348083,0.963191568851471,1894256,862,969,47913
cgnet,rois,binary,1,4pm,21,0.9730381965637208,0.9474921226501464,1893798,1320,1316,47566
cgnet,rois,binary,1,5pm,21,0.97737455368042,0.955750286579132,1894011,1107,1105,47777
cgnet,rois,binary,1,6pm,21,0.9810166954994202,0.9627406597137452,1894187,931,925,47957
cgnet,rois,binary,1,7pm,21,0.9802426099777222,0.9612507820129396,1894270,848,1079,47803
cgnet,rois,binary,1,8pm,21,0.9801339507102966,0.9610418081283568,1894203,915,1025,47857
cgnet,rois,binary,1,8am,22,0.948096752166748,0.9013155698776244,1890030,4368,958,48644
cgnet,rois,binary,1,9am,22,0.9732047319412231,0.9478079080581664,1893226,1172,1478,48124
cgnet,rois,binary,1,10am,22,0.9748722314834596,0.950976312160492,1893657,741,1727,47875
cgnet,rois,binary,1,11am,22,0.9782586693763732,0.957442581653595,1893527,871,1277,48325
cgnet,rois,binary,1,1pm,22,0.981016218662262,0.9627398252487184,1893544,854,1026,48576
cgnet,rois,binary,1,2pm,22,0.9818592667579652,0.9643650650978088,1893572,826,971,48631
cgnet,rois,binary,1,3pm,22,0.982157588005066,0.9649407863616944,1893514,884,886,48716
cgnet,rois,binary,1,4pm,22,0.980584979057312,0.9619094729423524,1893410,988,939,48663
cgnet,rois,binary,1,5pm,22,0.9792065024375916,0.959260106086731,1893288,1110,956,48646
cgnet,rois,binary,1,6pm,22,0.9823383688926696,0.9652897715568542,1893525,873,879,48723
cgnet,rois,binary,1,7pm,22,0.9618837237358092,0.926566481590271,1891558,2840,1011,48591
cgnet,rois,binary,1,8pm,22,0.9810788631439208,0.9628604650497437,1893407,991,888,48714
cgnet,rois,binary,1,8am,23,0.9584312438964844,0.9201804399490356,1885706,3652,1001,53641
cgnet,rois,binary,1,9am,23,0.9758861660957336,0.9529078602790833,1887876,1482,1161,53481
cgnet,rois,binary,1,10am,23,0.976407825946808,0.9539031982421876,1888443,915,1646,52996
cgnet,rois,binary,1,11am,23,0.9751716256141664,0.9515462517738342,1887637,1721,1010,53632
cgnet,rois,binary,1,12pm,23,0.9569656252861024,0.917482316493988,1885661,3697,1117,53525
cgnet,rois,binary,1,1pm,23,0.9796119928359984,0.960038721561432,1888246,1112,1116,53526
cgnet,rois,binary,1,2pm,23,0.9821098446846008,0.9648485779762268,1888355,1003,953,53689
cgnet,rois,binary,1,3pm,23,0.9823471903800964,0.9653067588806152,1888456,902,1025,53617
cgnet,rois,binary,1,4pm,23,0.9833715558052064,0.9672871232032776,1888395,963,856,53786
cgnet,rois,binary,1,5pm,23,0.9810043573379515,0.9627169966697692,1888291,1067,1010,53632
cgnet,rois,binary,1,6pm,23,0.981719970703125,0.9640963077545166,1888379,979,1018,53624
cgnet,rois,binary,1,7pm,23,0.980803906917572,0.9623309373855592,1888331,1027,1070,53572
cgnet,rois,binary,1,8pm,23,0.9817609786987304,0.9641753435134888,1888340,1018,976,53666
cgnet,rois,binary,1,8am,24,0.9766793251037598,0.9544215202331544,1884586,1365,1343,56706
cgnet,rois,binary,1,9am,24,0.9743295907974244,0.9499440789222716,1884067,1884,1116,56933
cgnet,rois,binary,1,10am,24,0.9699679613113404,0.9416871666908264,1885025,926,2513,55536
cgnet,rois,binary,1,11am,24,0.9721909761428832,0.945886731147766,1884643,1308,1904,56145
cgnet,rois,binary,1,12pm,24,0.9716160893440248,0.94479900598526,1884454,1497,1790,56259
cgnet,rois,binary,1,1pm,24,0.9643999934196472,0.9312475919723512,1883653,2298,1851,56198
